x_var,Detock_throughput,Detock_p50,Detock_p90,Detock_p95,Detock_p99,Detock_lsh_p50,Detock_lsh_p90,Detock_lsh_p95,Detock_lsh_p99,Detock_fsh_p50,Detock_fsh_p90,Detock_fsh_p95,Detock_fsh_p99,Detock_mh_p50,Detock_mh_p90,Detock_mh_p95,Detock_mh_p99,Detock_aborts,Detock_bytes,Detock_cost,Detock_input_throughput,janus_throughput,janus_p50,janus_p90,janus_p95,janus_p99,janus_lsh_p50,janus_lsh_p90,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p90,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p90,janus_mh_p95,janus_mh_p99,janus_aborts,janus_bytes,janus_cost,janus_input_throughput,calvin_throughput,calvin_p50,calvin_p90,calvin_p95,calvin_p99,calvin_lsh_p50,calvin_lsh_p90,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p90,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p90,calvin_mh_p95,calvin_mh_p99,calvin_aborts,calvin_bytes,calvin_cost,calvin_input_throughput,slog_throughput,slog_p50,slog_p90,slog_p95,slog_p99,slog_lsh_p50,slog_lsh_p90,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p90,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p90,slog_mh_p95,slog_mh_p99,slog_aborts,slog_bytes,slog_cost,slog_input_throughput
1.0,26.0,137.11155250000002,141.42644969999998,141.9173768,143.09436672,6.3979275,6.9275455,7.138329,10.559545800000022,139.765876,141.73054760000002,142.1231152,144.40634477999998,140.267174,141.9869198,142.4520876,146.17984272,0.0,239462.25,39.22266326923077,26.0,14.0,132.735841,135.81453720000002,136.48952649999998,195.89602917999994,132.735841,135.81453720000002,136.48952649999998,195.89602917999994,,,,,,,,,0.0,109341.96666666666,72.6562028095238,14.0,169.0,6.0617025,6.3886078,9.846892999999879,138.69363638999997,6.0617025,6.3886078,9.846892999999879,138.69363638999997,,,,,,,,,0.0,912293.2333333333,6.113880856015778,175.0,24.0,140.387556,146.562824,147.459166,149.1264356,6.551845,7.2737523,7.4941253,9.548644259999968,144.352412,147.252267,147.808718,149.794859,144.666115,147.69948399999998,148.37378425,152.7061455,0.0,218173.9,42.47347825,25.0
10.0,276.0,131.7832755,140.4046172,141.0115829,142.23064370000003,5.995459,6.2892336,6.558892299999999,34.68031844000003,138.620321,140.881401,141.377571,144.6789813999999,138.773685,141.14120250000002,141.62135874999998,144.46536404999998,0.0,1760594.4666666666,3.8051155410628015,260.0,150.0,132.394569,135.3801844,136.06222789999998,158.40375807999933,132.394569,135.3801844,136.06222789999998,158.40375807999933,,,,,,,,,0.0,761840.9666666667,6.868245462222222,140.0,1772.0,5.943398,135.699528,137.756667,140.29628875,5.943398,135.699528,137.756667,140.29628875,,,,,,,,,0.0,6803406.25,0.6495869779909706,1750.0,268.0,134.287403,144.608074,145.5887055,146.824289,5.987426,6.369040399999999,6.6023625,43.337746489999965,142.251739,145.46594620000002,146.1102264,147.06051349999998,142.4731815,145.7243283,146.31119635000002,147.34399127,0.0,1738806.4166666667,3.917075105721392,250.0
100.0,2662.0,66.2436635,140.27637909999999,141.1230918,160.0679985,5.667892999999999,32.90337280000003,52.235040549999965,67.28460405999998,138.407366,141.03260260000002,142.13588769999998,170.43514288999998,138.621217,141.2247703,142.501354,169.25635551,0.0,13673571.75,0.48402382982719766,2600.0,1407.0,133.257612,169.9993014,223.41074374999997,259.2847941800001,133.257612,169.9993014,223.41074374999997,259.2847941800001,,,,,,,,,0.0,6914941.833333333,0.8196864510779437,1400.0,14760.0,7.447259,137.3589864,139.0226724,141.21719204000001,7.447259,137.3589864,139.0226724,141.21719204000001,,,,,,,,,0.0,50070311.1,0.13661288766937668,17500.0,2563.0,130.07023850000002,143.7468744,144.91896845,146.51063227,5.803509,52.990125000000006,98.13178239999984,130.6764212,140.938533,144.751079,145.5315837,146.8425568,141.2663765,145.0685225,145.8605028,147.25523287,0.0,12840658.55,0.4962205115099493,2500.0
500.0,11786.0,75.3085755,141.9294495,142.66098,144.56096660000003,20.70341,65.355494,69.62974399999997,74.46851472000002,140.1327635,142.356089,142.9553956,167.67332162,140.669273,142.8994046,143.54155120000001,168.28798540000003,0.0,54596677.21666667,0.17876578519712652,13000.0,5681.0,140.8164155,255.790854,267.64865119999996,345.0675618200007,140.8164155,255.790854,267.64865119999996,345.0675618200007,,,,,,,,,0.0,27385735.333333332,0.27507739951886406,7000.0,54342.0,9.375862,14.1927503,156.54122334999983,463.78078967999727,9.375862,14.1927503,156.54122334999983,463.78078967999727,,,,,,,,,0.0,180166459.48333332,0.08498636762847646,87500.0,11271.0,135.806761,145.333808,146.306881,148.0157578,6.37949,114.911963,127.19889989999999,137.24145521999992,142.5810255,146.0189111,146.7619836,148.51168512,143.18220150000002,146.5608061,147.29500875,149.23372427,0.0,49787462.86666667,0.17840025351196287,12500.0
1000.0,21602.0,79.9245305,143.1943537,144.1126836,146.95048571,46.536376,70.2292688,72.8946344,77.54920528,141.128421,143.5675466,144.33837775,150.07051179000004,141.938151,144.497048,145.378408,150.7026458,0.0,97903727.35,0.13762959665771685,26000.0,6166.0,360.654884,446.79349229999997,463.7252932,509.81708498000074,360.654884,446.79349229999997,463.7252932,509.81708498000074,,,,,,,,,0.0,27234807.366666667,0.25295104562655424,14000.0,53647.0,15.570054,24.49808820000004,1757.2423498,2374.4976721,15.570054,24.49808820000004,1757.2423498,2374.4976721,,,,,,,,,0.0,178934503.88333333,0.08562808875923476,175000.0,21337.0,137.87111,146.3786368,147.4730356,149.77173512,6.920431,125.98583430000001,133.18409444999998,140.19205935999997,143.59437250000002,147.0687882,147.91909869999998,150.44788018,144.260333,147.7970238,148.725746,151.9682743,0.0,91507203.06666666,0.1333432095108653,25000.0
2500.0,47570.0,139.114497,146.604452,147.85149195,158.72551038999987,63.932464,75.7586608,78.2319826,84.46801639999997,144.046668,146.9447016,148.1979058,178.79897472000013,145.18710199999998,148.3036802,149.63593935,181.2508492199994,0.0,211594730.25,0.1102983940508724,65000.0,7309.0,204.253093,11244.833646,16740.3743965,17854.1866405,204.253093,11244.833646,16740.3743965,17854.1866405,,,,,,,,,0.0,30512099.533333335,0.22236174451589363,35000.0,65257.0,49.038357500000004,66.2162304,369.0385388999999,7737.671079810001,49.038357500000004,66.2162304,369.0385388999999,7737.671079810001,,,,,,,,,0.0,200169870.55,0.07690205512052349,437500.0,50102.0,141.3739,148.9436948,150.3685282,154.57672956,9.58378,135.76178000000002,139.4761474,144.35371252,145.98158899999999,149.6841772,150.9017434,157.5334276,146.983048,150.8397121,152.2158384,159.48527351999988,0.0,211080045.51666668,0.10451879985496254,62500.0
5000.0,49975.0,143.743376,153.9394855,864.4353532499999,3073.716681050001,66.287967,85.63191400000002,796.603676499998,3044.43467814,146.298048,171.853075,946.1335555,3129.0976826000015,148.2122435,174.44776480000016,925.564292850002,3128.684041179997,0.0,217044286.13333333,0.10717130010338503,130000.0,536.0,24542.258803,28485.4045754,28545.116335,28586.97330352,24542.258803,28485.4045754,28545.116335,28586.97330352,,,,,,,,,0.0,2286153.3,1.9789609440298506,70000.0,60649.0,83.40121099999999,174.95804750000002,1114.0917825,6103.473837749994,83.40121099999999,174.95804750000002,1114.0917825,6103.473837749994,,,,,,,,,0.0,195821917.81666666,0.08131112394818273,875000.0,54426.0,150.13163,326.6759928,340.60024559999994,362.11180483999993,140.410474,194.801246,204.55365,249.9948225,151.9803675,339.43564419999996,348.6486712,424.64547492000133,153.985266,340.91149110000003,350.20933105,424.6767434699997,0.0,226327179.35,0.10181794706574063,125000.0
10000.0,49490.0,223.1311185,381.4964155,12881.99949225,18592.587672949983,197.9767615,316.05947020000013,12838.89659705,18509.07930317001,275.0377225,412.4003863,12920.1762814,18673.107525640025,278.581293,418.5284703999999,12966.596498649998,18703.263282059997,0.0,202266933.43333334,0.10224972052266453,264106.0,343.0,139085.193801,142655.704454,142666.605257,142671.7578496,139085.193801,142655.704454,142666.605257,142671.7578496,,,,,,,,,0.0,1430663.45,3.0426042827988335,147504.0,60512.0,156.351937,364.655386,1084.464773,5081.878842999789,156.351937,364.655386,1084.464773,5081.878842999789,,,,,,,,,0.0,198995743.61666667,0.08254420399810507,1753560.0,59666.0,171.8320075,235.16716100000002,1273.21254475,8097.727561650001,157.570276,224.54144110000001,1066.0073724499996,7925.658173200001,185.5896085,237.1793587,1399.0469267999997,8230.561309009992,188.652649,240.6884367,1423.6635785499993,8371.970286520002,0.0,238927153.35,0.09709957206784434,251865.0
25000.0,47402.0,567.164292,862.0365162000006,22569.5349596,41728.75992764001,517.319092,778.6950482000004,21696.909236749998,41694.53088223001,598.4393235,894.7098376,22648.653446450004,40758.492131540006,601.010002,899.584276,22808.002075,41899.977573,0.0,175489674.06666666,0.0954557504184071,660267.0,844.0,1870385.615659,1904023.3235447,1904056.82117925,1904079.35602226,1870385.615659,1904023.3235447,1904056.82117925,1904079.35602226,,,,,,,,,0.0,4145782.9833333334,1.300847937993681,368760.0,66282.0,434.276423,949.4854904000007,3508.2618146999994,7746.282366679999,434.276423,949.4854904000007,3508.2618146999994,7746.282366679999,,,,,,,,,0.0,217040799.6,0.08080347593615159,4383901.0,58799.0,478.749076,1084.523951800002,3761.0794960000007,9548.616424559996,477.708374,938.9425268000018,3694.0868259,9496.888461739982,478.646439,1196.8003775,3745.444231,9631.540102699992,481.052115,1299.0739222,3865.427850599995,9666.72876163999,0.0,236968419.65,0.09786507241619755,629662.0
50000.0,38411.0,1040.776478,7226.065794200002,11824.918898,18710.80017764,980.047719,7160.4239916000015,11725.769205999999,18703.30944148,1091.737546,7264.609416900002,11871.76088355,18662.363146949974,1098.349705,7277.4137128,11955.1165424,18777.38845805,0.0,167524649.06666666,0.11365215644823966,1320534.0,,,,,,,,,,,,,,,,,,,,,,69909.0,1082.9644214999998,3504.2987149000005,4912.518106449998,11040.22107369997,1082.9644214999998,3504.2987149000005,4912.518106449998,11040.22107369997,,,,,,,,,0.0,235940040.3,0.08201806356835314,8767802.0,63405.0,924.768828,2669.666352,6880.8179485,13682.495135800003,922.717605,2540.7001458000004,6808.078978600001,13610.353161240004,925.7856899999999,2702.4840604,6887.68625339999,13696.703995270022,927.9123870000001,2712.3391529000014,6917.020146399999,13797.000462519993,0.0,259147159.83333334,0.0977516472938517,1259325.0
