,usw1,usw2,use1,use2,euw1,euw2,apne1,apne2
usw1,0.010780641085864151,7.380304118997325,1.219289410544791,0.21602468994692955,2.943920288775949,5.436502143433363,11.313708498984761,11.343133018115703
usw2,7.380304118997325,0.18701574502936613,0.3299831645537202,0.873053390247252,0.816496580927726,0.816496580927726,0.6944222218666563,3.2998316455372216
use1,1.219289410544791,0.42426406871192446,0.10536602868097478,1.098483803552272,1.3424687043734829,0.725718035235904,1.699673171197595,7.483314773547883
use2,0.23570226039551584,0.8956685895029596,0.8259674462242573,0.029329545209945247,2.098147330914163,1.7146428199482215,2.0548046676563256,2.0548046676563256
euw1,3.0912061651652345,0.4714045207910317,1.296148139681573,2.4166091947189114,0.3029470067336677,0.26733250207684595,3.299831645537222,4.496912521077347
euw2,5.436502143433363,0.4714045207910317,0.8730533902472569,1.7146428199482215,0.3324989557210001,0.31796261135898074,2.160246899469287,5.715476066494082
apne1,11.313708498984761,0.6944222218666563,1.699673171197595,1.699673171197595,2.8284271247461903,2.494438257849294,0.0960034721594311,1.9258475767539065
apne2,10.842303978193728,3.2998316455372216,6.48074069840786,2.0548046676563256,5.0990195135927845,5.715476066494082,1.9258475767539036,0.013523641850067197
