x_var,detock_throughput,detock_p50,detock_p90,detock_p95,detock_p99,detock_lsh_p50,detock_lsh_p90,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p90,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p90,detock_mh_p95,detock_mh_p99,detock_aborts,detock_bytes,detock_cost,janus_throughput,janus_p50,janus_p90,janus_p95,janus_p99,janus_lsh_p50,janus_lsh_p90,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p90,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p90,janus_mh_p95,janus_mh_p99,janus_aborts,janus_bytes,janus_cost,calvin_throughput,calvin_p50,calvin_p90,calvin_p95,calvin_p99,calvin_lsh_p50,calvin_lsh_p90,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p90,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p90,calvin_mh_p95,calvin_mh_p99,calvin_aborts,calvin_bytes,calvin_cost,slog_throughput,slog_p50,slog_p90,slog_p95,slog_p99,slog_lsh_p50,slog_lsh_p90,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p90,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p90,slog_mh_p95,slog_mh_p99,slog_aborts,slog_bytes,slog_cost,cockroachdb_throughput,cockroachdb_p50,cockroachdb_p90,cockroachdb_p95,cockroachdb_p99,cockroachdb_lsh_p50,cockroachdb_lsh_p90,cockroachdb_lsh_p95,cockroachdb_lsh_p99,cockroachdb_fsh_p50,cockroachdb_fsh_p90,cockroachdb_fsh_p95,cockroachdb_fsh_p99,cockroachdb_mh_p50,cockroachdb_mh_p90,cockroachdb_mh_p95,cockroachdb_mh_p99,cockroachdb_aborts,cockroachdb_bytes,cockroachdb_cost
0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,34315.847192999994,36580.9502059,37935.56284894998,64290.51541168999,25091.080744,36164.648748499996,36463.76126575,36804.56225425,,,,,34923.981597,37424.34127649999,49775.144257049906,65425.70694971,0.0,2180346.7,151.22956200000002
0.999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,36309.489581,41289.5771892,55118.67281905001,71675.44162644999,23608.74332,39840.900446,40337.020158600004,41311.95586552,,,,,38445.377683,55072.3065586,66352.49667099999,72476.89674016,0.0,2226417.65,211.9056706
0.9999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,36377.8664105,42281.248488,59645.935913,73258.34068070009,23461.4847915,41236.194593,41929.055106750006,42109.806744999994,,,,,39621.2990355,59609.5558952,68794.36900015,74829.33743799999,0.0,2237588.2666666666,211.95035306666665
0.9999983333333333,13465.0,140.522644,1264.392517,1790.041276,3026.471748799998,10.180501,16.7652848,20.16363319999999,188.06089841999867,147.251241,1788.0580169999998,2181.8616429999997,3399.715666200002,149.201231,1789.7981885,2190.033164,3411.0180041999974,0.0,205026185.56666666,0.3799126410199282,11418.0,140.921897,275.8668609,329.26066479999986,532.0748226799999,140.921897,275.8668609,329.26066479999986,532.0748226799999,,,,,,,,,0.0,131614480.2,0.31943331616745485,7177.0,301.990812,662.9786822000001,717.6768546,24558.15504712,301.990812,662.9786822000001,717.6768546,24558.15504712,,,,,,,,,0.0,82632738.96666667,0.3716949671636246,14340.0,142.3151585,695.7949274000009,1048.68195795,1133.0949849800002,8.992205,13.780971200000002,15.745856499999995,29.51576396000011,152.459368,1048.3636148,1102.6329,1138.91369208,154.682188,1048.4178508999998,1104.0401024999999,1140.59740517,0.0,214431446.95,0.36984860104602507,,,,,,,,,,,,,,,,,,,,
0.9999984,13731.0,140.084943,244.287609,580.2828655000001,3639.6015470999923,10.492025,18.0491345,29.0496345,83.2434025,147.51691,554.6150043999996,1846.7459744999971,4367.347889439999,149.4158895,589.1589678,1993.0402545500012,4440.678099950001,0.0,208036050.33333334,0.37693693151749086,11918.0,147.6993385,224.2592328,272.30874625,496.12412018000276,147.6993385,224.2592328,272.30874625,496.12412018000276,,,,,,,,,0.0,136997944.88333333,0.31506619379649825,13760.0,264.600669,669.5725442000002,1789.7343551999973,3974.0438340000032,264.600669,669.5725442000002,1789.7343551999973,3974.0438340000032,,,,,,,,,0.0,158886939.66666666,0.3047048541666667,14205.0,143.069848,846.1901439999999,977.0608824999999,1399.2166544000004,9.016918,13.547094300000001,15.480956550000005,36.75239277999963,152.344449,974.1509904000001,1086.8736721,1928.29240898,154.488782,979.705785,1092.066933,1931.5473043000002,0.0,212244240.7,0.37028404181626173,,,,,,,,,,,,,,,,,,,,
0.9999984666666667,14340.0,141.399027,577.3324902000019,1229.2449344999995,1508.77582479,9.535516000000001,14.085427300000001,16.39191144999999,136.8622226299995,148.048463,1224.3775512000002,1429.378043,1525.42016768,150.062516,1234.9256268000001,1432.5682614999998,1525.4195659999998,0.0,222266710.76666668,0.38077644458391446,12561.0,151.308754,184.55422199999998,207.98271519999972,300.9400629199983,151.308754,184.55422199999998,207.98271519999972,300.9400629199983,,,,,,,,,0.0,144234929.48333332,0.3104608382825147,13834.0,259.8187615,964.1234065000014,1601.9143655499981,2720.3277675599998,259.8187615,964.1234065000014,1601.9143655499981,2720.3277675599998,,,,,,,,,0.0,159366308.0,0.3037679745554431,14464.0,142.896305,728.9322439999994,1082.0117036,1142.3394290400001,8.9800845,13.626561,15.654659599999997,66.17605367000152,152.172394,1079.7770462,1118.2314134,1149.2834210800002,154.305948,1083.8259984000001,1120.5738383999999,1149.54503776,0.0,216321593.3,0.3692914730365045,,,,,,,,,,,,,,,,,,,,
0.9999985333333333,14420.0,86.5283015,438.12239450000004,1203.73772,1409.5063569000001,9.6912325,14.178802000000001,16.2211425,58.92157790000017,148.413564,1202.6283993999998,1348.3227129999996,1433.5228967199998,150.458367,1210.2953894,1349.2168178000002,1441.79699468,0.0,223366393.38333333,0.38018917251502543,11909.0,141.646609,207.89977840000003,363.0293223999998,625.39773544,141.646609,207.89977840000003,363.0293223999998,625.39773544,,,,,,,,,0.0,137305118.86666667,0.315820167716293,15155.0,257.22578799999997,767.6188459000001,1138.29237645,1611.0517619099992,257.22578799999997,767.6188459000001,1138.29237645,1611.0517619099992,,,,,,,,,0.0,173902633.43333334,0.2964732872759264,14457.0,143.559672,761.4379208000021,951.7420527999998,1020.92047396,9.450499,14.403997,16.410524,37.417219,153.30289249999998,950.7787571,996.2680132999999,1029.51814298,155.600728,952.4609508,996.4439874,1031.29689164,0.0,216222907.23333332,0.36933375836388377,,,,,,,,,,,,,,,,,,,,
0.9999986,14274.0,139.318717,319.4734976000013,1258.3085546000004,1709.31614148,9.758357,14.560543000000001,16.56269,43.548958519999935,147.16699749999998,1251.273449,1585.88847175,1783.3467740500007,149.11402650000002,1264.3963675000011,1590.31003825,1784.08658524,0.0,218045560.11666667,0.37662261470739344,10609.0,137.880601,411.7176080000002,562.361617,931.0024726400004,137.880601,411.7176080000002,562.361617,931.0024726400004,,,,,,,,,0.0,122445133.38333334,0.3265060484180099,14322.0,229.56685249999998,546.0112225000001,1446.3576620499982,3695.0438973099967,229.56685249999998,546.0112225000001,1446.3576620499982,3695.0438973099967,,,,,,,,,0.0,165289520.35,0.3016890383326351,14076.0,143.97202900000002,965.5317181000001,1053.935312,1128.36131712,9.584058500000001,14.209200899999999,15.9605285,23.678061369999927,154.022267,1052.741894,1098.381644,1135.2394625,156.397685,1054.869241,1100.211125,1137.4991392000002,0.0,210426603.83333334,0.371094918774273,,,,,,,,,,,,,,,,,,,,
0.9999986666666667,14434.0,140.264406,615.3827471999999,1105.713448,1563.66037212,10.236828,17.0833962,20.901744149999992,70.97990468999996,147.527421,1099.345986,1414.6063505,1617.0218974000002,149.6892295,1111.3596625,1421.8275671499996,1623.19510447,0.0,220234867.95,0.3754813190383816,11793.0,148.99115,237.65278640000008,267.03762485,351.8792922399996,148.99115,237.65278640000008,267.03762485,351.8792922399996,,,,,,,,,0.0,136184963.15,0.3170269874501824,15509.0,266.7822185,689.6846185000003,753.4157402,1380.3798255600004,266.7822185,689.6846185000003,753.4157402,1380.3798255600004,,,,,,,,,0.0,178698790.83333334,0.2958911481505363,14322.0,143.836978,843.2422530000003,946.0188635999997,1079.7522715999999,9.354076,13.995255,15.837951,31.263258179999962,153.647248,945.370678,974.1800714999999,1098.8873566199998,155.940366,946.3485098,973.5316642,1098.8299967,0.0,214382196.01666668,0.37024465300470133,,,,,,,,,,,,,,,,,,,,
0.9999987333333333,13768.0,139.814618,401.68812,1698.266591,2004.6290991000008,10.296057,19.094797,34.1849977,85.77420153999985,147.86802749999998,1667.1953319000017,1920.6132213,2019.77694683,149.802811,1726.3614006,1923.5321965,2024.1289675199998,0.0,210212344.0,0.37908533410807665,12460.0,146.4693635,168.45551410000004,229.36754329999948,511.84266644999997,146.4693635,168.45551410000004,229.36754329999948,511.84266644999997,,,,,,,,,0.0,143372152.31666666,0.3115925398341358,15371.0,213.67713600000002,522.2260845000001,1170.5355532499998,3115.518655649999,213.67713600000002,522.2260845000001,1170.5355532499998,3115.518655649999,,,,,,,,,0.0,177139453.13333333,0.2965187081300284,14241.0,142.98113,899.5679622000004,1073.3133934999998,1130.39046984,8.921736,13.4806844,15.266118599999999,27.318829259999998,152.515891,1070.3356288,1104.0199324,1138.4993400399999,154.8573005,1076.0276498000003,1108.130833,1141.03436885,0.0,213087862.36666667,0.3705327748987665,,,,,,,,,,,,,,,,,,,,
0.9999988,13481.0,140.187553,697.5800022000004,1928.6206847999997,4937.26170016,10.3325155,17.6816385,22.2385065,67.4623135,147.195529,1917.635261,2925.100110799994,5157.3660214,149.15205350000002,1930.4953592999996,3002.2195200499996,5158.12300969,0.0,204006353.06666666,0.37794874722448885,11918.0,145.289292,243.30380430000002,284.23245479999997,345.58154891000027,145.289292,243.30380430000002,284.23245479999997,345.58154891000027,,,,,,,,,0.0,137285375.3,0.3155485405269341,14670.0,248.753707,718.1522426000014,1185.1704024000003,2987.4913912,248.753707,718.1522426000014,1185.1704024000003,2987.4913912,,,,,,,,,0.0,168970533.31666666,0.2995508293342422,14162.0,142.292979,1025.03021,1158.4932760000002,1232.12033215,8.9269195,13.433604600000002,15.18808059999999,28.876727389999996,151.862099,1156.1445806,1204.6314757,1239.6345591900001,154.0790965,1160.9105617,1208.0736852999999,1241.61828696,0.0,211779761.4,0.370752381584522,,,,,,,,,,,,,,,,,,,,
0.9999988666666667,14029.0,135.40976899999998,687.4678306000008,1433.8832210499997,1776.2979836399986,9.4318395,14.742466,18.951834849999983,49.49348442999995,147.098381,1434.915614,1579.9444767999998,1836.18011904,148.971036,1433.3259344000005,1582.1147869999995,1838.5238462799996,0.0,213539190.28333333,0.37677552253665036,12059.0,149.835332,191.025488,243.66847479999998,353.31139123999975,149.835332,191.025488,243.66847479999998,353.31139123999975,,,,,,,,,0.0,138647230.25,0.31411763869309234,13853.0,243.610799,1065.5415560000001,1861.5047418999993,3606.1096201799955,243.610799,1065.5415560000001,1861.5047418999993,3606.1096201799955,,,,,,,,,0.0,159639927.46666667,0.30374637618806993,14309.0,143.3427605,721.3520970999997,1086.139234899999,1296.96527606,9.156736,14.118769000000002,16.302416499999996,61.40502117999964,152.534505,1082.470685,1171.3244953,1781.04681602,154.79995000000002,1089.6955047,1176.8149424,1799.123794819999,0.0,213766499.2,0.36972045453910124,,,,,,,,,,,,,,,,,,,,
0.9999989333333333,14204.0,139.23523749999998,479.6141905,1289.42411625,1712.7609398499997,9.507331,14.244981000000005,17.555566399999826,61.51492164000003,147.104476,1282.943431,1603.014688,1756.7842699999999,149.1743635,1294.0800144,1609.8638133499996,1759.19942687,0.0,216484119.25,0.3762800890594199,12364.0,147.7645495,198.7898994,222.08164575000004,389.9043535800004,147.7645495,198.7898994,222.08164575000004,389.9043535800004,,,,,,,,,0.0,142314485.56666666,0.3123010119163162,13338.0,247.174572,1280.6960366000012,3252.8344979999915,5990.98826392,247.174572,1280.6960366000012,3252.8344979999915,5990.98826392,,,,,,,,,0.0,153674741.83333334,0.30652982731044137,14233.0,143.31640099999998,880.4542150000004,1063.07160445,1132.2783420799997,9.0243605,13.597393,15.266835,28.417426599999708,152.398311,1060.4699561999998,1104.8940544,1143.71656084,154.674455,1065.4634796,1108.8231564999999,1148.8307900800003,0.0,212993437.05,0.370608356706246,,,,,,,,,,,,,,,,,,,,
0.999999,14585.0,81.743565,277.53706479999977,943.1964791999993,1474.6362747399987,9.523774,14.1265543,16.633874050000006,45.913894090000056,148.541406,942.2754218999999,1326.8678587499996,1528.2204000099996,150.435616,945.3559211999998,1313.6808560999991,1535.0579834599998,0.0,225817882.13333333,0.37924975266826655,12794.0,143.078304,178.911262,212.877128,479.98480979999965,143.078304,178.911262,212.877128,479.98480979999965,,,,,,,,,0.0,145736809.1,0.3071546179459122,16767.0,264.4847925,576.8284526,688.41967225,961.6888216799998,264.4847925,576.8284526,688.41967225,961.6888216799998,,,,,,,,,0.0,192867196.11666667,0.29059127585932687,14051.0,141.938423,1051.463797,1199.4782905,1282.756065,8.9366995,13.447916500000002,15.18158325,27.3260975,152.068799,1198.2920222,1250.7164351,1307.25519081,154.235614,1200.1838788,1253.9580394,1308.63120828,0.0,210123691.21666667,0.37132402137451664,,,,,,,,,,,,,,,,,,,,
0.9999990666666667,14423.0,100.565978,532.5315722000004,1201.3214337999993,1472.0790558399997,9.660051,14.385971600000001,16.473204399999997,68.66482040000034,147.772812,1201.0711814000003,1405.5060005999994,1492.52047396,149.612073,1204.3945638000002,1405.9398046,1492.5113312,0.0,222965821.0,0.37955462941135687,11772.0,140.188572,262.9438476,342.4910078,436.7988547599996,140.188572,262.9438476,342.4910078,436.7988547599996,,,,,,,,,0.0,135704046.91666666,0.3167754789613773,16806.0,269.9618375,509.77532,681.3672005,1074.9169415999995,269.9618375,509.77532,681.3672005,1074.9169415999995,,,,,,,,,0.0,193063309.53333333,0.29015031480820336,14244.0,142.0155025,689.3792270000013,1028.34763025,1310.8063458400002,9.029014499999999,13.637578300000001,15.384891500000002,29.136560629999998,152.334032,1026.021005,1260.5295015000002,1338.6125295,154.575468,1029.9121405,1260.03261625,1340.90889475,0.0,212955571.93333334,0.3702689861462136,,,,,,,,,,,,,,,,,,,,
0.9999991333333333,14202.0,139.909854,495.872382,1205.698132,1314.17389,10.612481,19.599591200000003,25.123756600000004,66.8888970000001,149.0594565,1203.1050143,1261.90287015,1327.71239455,151.105888,1207.7722751000003,1264.00172875,1328.4255959500001,0.0,217012875.75,0.37707770138008734,11415.0,139.408323,284.1130475000002,399.41772889999993,693.0368999100026,139.408323,284.1130475000002,399.41772889999993,693.0368999100026,,,,,,,,,0.0,132116397.63333334,0.32039666690027746,14792.0,220.853877,839.6986495,1265.709446,2668.492357649999,220.853877,839.6986495,1265.709446,2668.492357649999,,,,,,,,,0.0,170103912.68333334,0.2986126455967189,14071.0,142.019541,1069.7308945,1173.6075184,1210.6047128999999,9.0301745,13.673216700000001,15.581349399999997,28.74188389999997,152.583664,1172.1180585,1188.8028711,1220.10103725,154.8392455,1175.3450407,1191.6997456000001,1222.3660852799999,0.0,210570973.91666666,0.37143198623646745,,,,,,,,,,,,,,,,,,,,
0.9999992,14232.0,139.476067,399.16889980000076,1274.6163338999993,1716.8136734800003,9.882632,14.957419,18.406300799999993,88.6353208,146.734141,1269.116203,1617.414512,1757.3383544,148.722858,1278.358993,1625.215119,1760.8209550000001,0.0,217275594.31666666,0.3766520437277497,11892.0,138.674792,243.639694,337.9723935,709.3438590000001,138.674792,243.639694,337.9723935,709.3438590000001,,,,,,,,,0.0,137558945.13333333,0.3166985286467093,14739.0,211.31320449999998,685.8364736,1132.3871528999994,4958.9172333799925,211.31320449999998,685.8364736,1132.3871528999994,4958.9172333799925,,,,,,,,,0.0,169860987.4,0.2993567913698352,14295.0,142.873727,718.5939037,972.5057556499997,1082.6267019999996,9.067702,13.845711,15.816072199999997,36.0643859199999,152.718321,972.6410226,1030.6209457,1105.08125284,155.016773,971.5035584,1031.6590517,1109.1013488400001,0.0,214010868.76666668,0.3704244403870818,,,,,,,,,,,,,,,,,,,,
0.9999992666666667,14421.0,140.840709,295.4877323999999,882.2409749999999,1033.8951757599998,11.041988,18.224992,24.811856,121.2493183000001,149.449631,878.200191,958.425832,1041.8499025999997,151.4501295,884.6437722000001,968.8269072500003,1046.69216694,0.0,222545621.66666666,0.3790245082402977,12992.0,144.064626,187.49733640000002,212.5238295,260.7946830600001,144.064626,187.49733640000002,212.5238295,260.7946830600001,,,,,,,,,0.0,149304964.76666668,0.30796638664819376,15997.0,227.076982,546.0058105,914.104454,2128.7236915000003,227.076982,546.0058105,914.104454,2128.7236915000003,,,,,,,,,0.0,183552231.1,0.2929327137588298,14258.0,143.2333865,808.7425965,1071.8134791499997,1329.64823327,9.059005,13.718167000000001,15.492070199999999,31.247201279999945,152.644334,1069.1280952000002,1138.0987335999998,1338.65926872,154.8966345,1074.3176591000001,1149.2401835499998,1340.9292793,0.0,213383828.5,0.37050614181512137,,,,,,,,,,,,,,,,,,,,
0.9999993333333334,13873.0,139.782747,833.3596516000001,1630.1506791999998,2248.1563305199998,9.495977,14.4569773,16.957334149999998,42.93946501000004,146.7623145,1623.9654076000002,2143.0766790499997,2277.19550545,148.716878,1639.840977,2145.6410225,2278.6696213,0.0,211527631.5,0.37811234988827214,9632.0,143.586849,191.6666691,269.4342547999999,646.0515795700001,143.586849,191.6666691,269.4342547999999,646.0515795700001,,,,,,,,,0.0,110848747.13333334,0.33554557129014395,14363.0,253.38945999999999,778.1362828000006,1378.0055367500015,3873.3693501300068,253.38945999999999,778.1362828000006,1378.0055367500015,3873.3693501300068,,,,,,,,,0.0,165232585.61666667,0.30074857009909717,14159.0,143.8285895,799.2210657999995,995.23578715,1329.4202171799996,9.3029785,14.027256900000001,16.08310585,42.572826140000004,153.2426495,991.2545358,1060.6469457,1763.2773203400004,155.5059685,998.0191346999999,1062.2123693,1776.37702057,0.0,211897641.53333333,0.37099744548814656,,,,,,,,,,,,,,,,,,,,
0.9999994,13955.0,140.081228,964.6188899999962,1681.629733399996,1942.6419049200001,9.497726,14.5170006,17.95057639999998,48.10263333999999,147.217213,1674.54023,1837.015589999999,1969.94703064,149.275884,1696.6789940000006,1845.7462982,1970.96891564,0.0,212607891.81666666,0.3774387557386838,12261.0,143.065212,202.5565054000002,250.6746698999999,498.00160268,143.065212,202.5565054000002,250.6746698999999,498.00160268,,,,,,,,,0.0,141155889.0,0.31303464480874316,13959.0,249.222886,1080.544368,2010.690871,3255.3965373999995,249.222886,1080.544368,2010.690871,3255.3965373999995,,,,,,,,,0.0,160653163.68333334,0.30289155911359456,14316.0,143.930993,795.239095,941.9621235,1036.452434,9.307341,14.0886848,16.032941799999993,26.05664306,154.16433849999999,941.5631265,992.770968,1062.45661775,156.336981,942.1792323,994.1797167999999,1062.73183049,0.0,214388128.38333333,0.37040811453385486,,,,,,,,,,,,,,,,,,,,
0.9999994666666666,9815.0,141.972131,288.40163200000006,770.0709533999993,1614.585145,9.720038,15.7406562,28.614061399999922,146.97581312000034,150.385128,712.4570688000007,1157.9366062,1621.19684476,152.691728,785.5509408000004,1382.1006623999997,9853.318600820001,0.0,149394043.1,0.4078329966377993,12928.0,144.186585,186.68511400000003,204.010874,271.2417355200001,144.186585,186.68511400000003,204.010874,271.2417355200001,,,,,,,,,0.0,148405069.7,0.3080988083230198,13028.0,226.106108,783.950045,1811.933525,2985.975099,226.106108,783.950045,1811.933525,2985.975099,,,,,,,,,0.0,150023729.66666666,0.30821880513765226,10278.0,145.60378,714.8987860000001,921.7659909500001,1237.7701404,9.784871500000001,15.775709800000008,20.9017817,178.4120252800001,154.790332,906.8152823999999,973.0941593999997,1239.56831369,157.40142600000001,923.9289251000001,1017.5658718499999,8441.898617769997,0.0,153271454.05,0.3970061374781086,,,,,,,,,,,,,,,,,,,,
0.9999995333333334,14212.0,139.366498,818.9635688000035,1263.5045728,1450.5357672,9.441222,14.8382726,18.72708589999999,55.89022913999996,147.156345,1263.3516498000001,1377.7939931,1511.6025096399997,149.16479049999998,1264.1871389,1377.2156364999998,1515.1133384299987,0.0,216660206.9,0.37631608063608213,12441.0,139.866321,212.268982,252.814826,522.2426358,139.866321,212.268982,252.814826,522.2426358,,,,,,,,,0.0,143358946.78333333,0.3120471775312809,13178.0,253.322667,1038.6098015,1351.95489125,2314.5661475999996,253.322667,1038.6098015,1351.95489125,2314.5661475999996,,,,,,,,,0.0,151639974.31666666,0.30716341526281177,14150.0,143.67734,858.9372599999999,997.9410906999997,1236.3272318000002,9.407556,14.1877902,16.178963800000002,30.442707799999965,153.167787,994.27227,1192.663417,1251.1442842000001,155.530347,1002.1114888000001,1199.2693142,1254.0597195599998,0.0,211710897.28333333,0.37096946612485276,,,,,,,,,,,,,,,,,,,,
