x_var,detock_lsh_p50,detock_lsh_p90,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p90,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p90,detock_mh_p95,detock_mh_p99,detock_read_p50,detock_read_p90,detock_read_p95,detock_read_p99,detock_write_p50,detock_write_p90,detock_write_p95,detock_write_p99,janus_lsh_p50,janus_lsh_p90,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p90,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p90,janus_mh_p95,janus_mh_p99,janus_read_p50,janus_read_p90,janus_read_p95,janus_read_p99,janus_write_p50,janus_write_p90,janus_write_p95,janus_write_p99,cockroachdb_lsh_p50,cockroachdb_lsh_p90,cockroachdb_lsh_p95,cockroachdb_lsh_p99,cockroachdb_fsh_p50,cockroachdb_fsh_p90,cockroachdb_fsh_p95,cockroachdb_fsh_p99,cockroachdb_mh_p50,cockroachdb_mh_p90,cockroachdb_mh_p95,cockroachdb_mh_p99,cockroachdb_read_p50,cockroachdb_read_p90,cockroachdb_read_p95,cockroachdb_read_p99,cockroachdb_write_p50,cockroachdb_write_p90,cockroachdb_write_p95,cockroachdb_write_p99,calvin_lsh_p50,calvin_lsh_p90,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p90,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p90,calvin_mh_p95,calvin_mh_p99,calvin_read_p50,calvin_read_p90,calvin_read_p95,calvin_read_p99,calvin_write_p50,calvin_write_p90,calvin_write_p95,calvin_write_p99,slog_lsh_p50,slog_lsh_p90,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p90,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p90,slog_mh_p95,slog_mh_p99,slog_read_p50,slog_read_p90,slog_read_p95,slog_read_p99,slog_write_p50,slog_write_p90,slog_write_p95,slog_write_p99
0.0,13.2373795,180.26470300000005,254.43489970000024,317.34349005,143.234736,328.8582948,1643.0570759999985,5059.07813008,145.777027,330.62652060000005,1653.7107657999973,4957.3226458,,,,,,,,,185.30499,230.62507599999998,265.882094,286.26421,,,,,,,,,,,,,,,,,33.033424,625.1892629000001,988.2744511999989,1696.2426766500018,,,,,306.119646,991.623682,1274.0062419999997,1778.1232278000027,,,,,,,,,246.553627,588.6498668,1484.2292458999996,4694.948359679999,,,,,,,,,,,,,,,,,24.089903,119.37177719999998,160.2409223,205.35416210000002,119.22629950000001,210.3366895,235.29512075,4364.492976499978,122.062833,214.16859720000002,243.94964549999978,4272.9645579199905,,,,,,,,
0.1,13.620718,193.4027262,337.2324985999998,448.28965815999993,142.4,669.9134558000003,2360.1428413999993,4072.4912294,145.95772849999997,691.9976610999989,2389.5825636499985,4090.89816175,,,,,,,,,149.01072249999999,271.850214,293.6131101,314.89953922,,,,,,,,,,,,,,,,,31.540233,605.225115,1006.2029945,1840.5261105000002,,,,,299.92981199999997,1106.353866,1439.87062225,1920.3861566500043,,,,,,,,,327.572182,973.9264498000002,1876.6531258499988,4716.550435830006,,,,,,,,,,,,,,,,,19.931507,116.0648524,119.30816779999999,218.95166695999998,116.26149,2550.7549218000013,6063.278777799998,9523.497430159998,120.008392,2618.9940585999993,6097.077976799991,9604.23672658,,,,,,,,
0.2,12.27703,159.100378,164.6247478,189.25993122000014,155.085482,1010.7982248000001,1077.1421494999988,2054.8929099800007,157.63863600000002,1016.7404456000002,1091.24194175,2151.6746221500016,,,,,,,,,184.56994250000002,245.99832170000002,268.37054155,367.92910410999735,,,,,,,,,,,,,,,,,29.5384305,495.082497,924.66085975,1622.612116399998,,,,,270.34094600000003,997.5407415000003,1272.31319215,1668.4728940500008,,,,,,,,,290.13437,1613.9640472000006,3650.9828095999947,6347.505269799999,,,,,,,,,,,,,,,,,20.5239285,116.3846037,119.4780586,228.30104433000048,115.837152,1611.9523304999998,4109.196858,7094.269418800001,119.84469200000001,1654.8933317,3955.1902434999965,7206.5272697499995,,,,,,,,
0.5,23.6073,181.39013880000002,194.32659959999992,241.93345266000034,171.361338,467.5610435999999,566.3463239999991,686.32711152,183.4848125,478.694835,579.2411609999999,695.529170250001,,,,,,,,,164.394068,274.23637059999993,321.4120922,394.51824266,,,,,,,,,,,,,,,,,44.92007,369.14901080000067,665.1077653999994,2442.774649760004,,,,,201.460892,862.8329400000018,1560.9349444000002,3750.43441848,,,,,,,,,268.295099,1712.6103120000053,5139.35064209995,9469.70149054,,,,,,,,,,,,,,,,,50.159786999999994,124.53937389999996,209.33150834999998,275.39331623999993,81.463011,672.1796902000004,1414.1445512999999,2247.63254092,93.391649,725.0907628000003,1430.7322411,2257.902774159997,,,,,,,,
1.0,42.686372500000004,204.62727190000012,232.41593295000013,349.5426362800001,147.47594149999998,339.1636957,395.38996009999994,535.0486353600007,201.069566,388.22489,448.768271,628.8529218,,,,,,,,,133.789013,297.6747328000001,361.8592003999999,617.2845103599991,,,,,,,,,,,,,,,,,47.918383000000006,431.57133760000045,682.7206493,1389.0330154200003,,,,,231.48526299999997,718.2445175,1014.63697875,1521.877528450002,,,,,,,,,198.851265,1834.0433984000015,2753.9446854499993,3363.6497215099994,,,,,,,,,,,,,,,,,51.1470635,211.28581220000004,238.74769904999997,406.58185564999974,99.264881,304.73642720000004,372.73410549999994,517.4592626399998,158.056079,372.514652,450.80552750000004,643.2035449000001,,,,,,,,
1.5,76.152263,278.98724400000003,381.27626919999983,659.8678180399992,129.1275315,320.1796727,421.1233171999998,715.7903344299993,235.8475125,463.9407224999999,621.67307645,856.8349655199987,,,,,,,,,161.897806,370.45033040000015,462.6735553999997,715.1865318399991,,,,,,,,,,,,,,,,,50.056468,576.6102321999998,1022.4593430999995,1706.5412882000003,,,,,294.2672415,1085.4147075,1331.93636825,1798.37834615,,,,,,,,,220.812488,693.0267901999999,1066.0306705,1611.8230810000007,,,,,,,,,,,,,,,,,69.115734,279.55058779999996,384.22902230000017,634.2796791199999,112.3366145,330.57646370000015,444.81207904999906,810.799101169998,231.88297749999998,471.54129480000006,613.0529258499998,872.4723642400014,,,,,,,,
2.0,117.365164,365.612337,472.045785,755.5809743000008,172.92374999999998,435.5403562,602.1268843999995,845.5333008999999,294.536985,630.6150399999999,753.7855271999993,1041.056694319999,,,,,,,,,206.0409565,451.58819800000003,569.60295675,802.6438543999993,,,,,,,,,,,,,,,,,68.36994100000001,410.9905685,671.642373,1369.3901094999999,,,,,244.065265,805.3875085,1054.071062,1531.7782335000002,,,,,,,,,278.38803,623.61082,742.981735,993.3416800000008,,,,,,,,,,,,,,,,,110.364584,374.8655420000002,510.6024541999998,736.8699863800002,158.21553,429.55710280000005,570.1622444999998,814.1309421599985,287.553695,619.661029,731.7401219999998,961.8685552000001,,,,,,,,
2.5,169.920514,488.86187329999984,647.4455217999999,975.3245650000002,219.24922099999998,576.4763714999999,704.7215357999999,1008.9075568100001,363.960417,807.1037359000002,949.4313910999998,1271.6771950000002,,,,,,,,,229.745229,567.9232627,691.9478920499997,1008.8404510300008,,,,,,,,,,,,,,,,,85.036104,402.775887,574.78732225,1190.1817407499993,,,,,258.12148,686.3214506000007,980.1954130999986,1570.2748257200003,,,,,,,,,301.355161,731.2082086000004,945.6527858000003,1657.2966335199985,,,,,,,,,,,,,,,,,161.611985,436.3383486,585.2149874999996,813.24884008,207.904872,520.820759,677.7558134999999,919.2683532999998,363.882669,765.4395693000001,881.2863675499997,1143.9243512000003,,,,,,,,
3.0,206.571936,622.2336092000004,787.0236524,1154.4673772399995,254.9828355,680.5678892000001,834.8152206499996,1181.719769749999,453.366351,924.8799800000002,1078.3213398999987,1585.08258634,,,,,,,,,264.27842899999996,677.2234222,854.3677370499998,1395.3159977800012,,,,,,,,,,,,,,,,,107.150161,629.2811352000002,1042.5419523999985,1656.9010475600007,,,,,322.854819,1064.6904080000002,1328.7497466,1830.9852091199925,,,,,,,,,331.933902,780.9698528000002,970.3684877500002,1444.7367676299993,,,,,,,,,,,,,,,,,199.849659,599.8513872000001,762.7041869499998,1452.459009559998,234.332838,688.9154750000004,935.4738805999993,1540.5069710799992,429.731862,1003.4496965999999,1337.7648387999998,1834.6139540800023,,,,,,,,
4.0,263.9549555,828.1234114000001,1149.3605765999987,1895.4254038300012,402.072096,1078.5437309,1397.6740201999999,2124.8230727399987,694.7454534999999,1525.7917602,1825.3881348999996,2370.9119923900003,,,,,,,,,370.9292615,872.4841574,1111.37982865,1671.4462683100019,,,,,,,,,,,,,,,,,201.860033,627.6184574,810.2266561999998,1184.4218164399992,,,,,379.30422899999996,922.2601334,1155.8224954499997,1706.20618342,,,,,,,,,465.944308,1162.7586092,1480.9137972999997,2018.871464200001,,,,,,,,,,,,,,,,,257.84254799999997,792.1479465,967.4042505,1454.0188294999996,383.502064,1048.95275,1351.89948,2717.5867648000117,681.026519,1407.2929540000002,1713.4464988,3504.201166960001,,,,,,,,
