x_var,Detock_throughput,Detock_p50,Detock_p90,Detock_p95,Detock_p99,Detock_lsh_p50,Detock_lsh_p90,Detock_lsh_p95,Detock_lsh_p99,Detock_fsh_p50,Detock_fsh_p90,Detock_fsh_p95,Detock_fsh_p99,Detock_mh_p50,Detock_mh_p90,Detock_mh_p95,Detock_mh_p99,Detock_aborts,Detock_bytes,Detock_cost,janus_throughput,janus_p50,janus_p90,janus_p95,janus_p99,janus_lsh_p50,janus_lsh_p90,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p90,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p90,janus_mh_p95,janus_mh_p99,janus_aborts,janus_bytes,janus_cost,calvin_throughput,calvin_p50,calvin_p90,calvin_p95,calvin_p99,calvin_lsh_p50,calvin_lsh_p90,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p90,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p90,calvin_mh_p95,calvin_mh_p99,calvin_aborts,calvin_bytes,calvin_cost,slog_throughput,slog_p50,slog_p90,slog_p95,slog_p99,slog_lsh_p50,slog_lsh_p90,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p90,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p90,slog_mh_p95,slog_mh_p99,slog_aborts,slog_bytes,slog_cost
0.0,46338.0,47.653775,129.719964,261.3563005,566.5462413000009,46.582967,118.6436557999999,251.66812194999983,558.1204131699988,61.081327,118.68714229999993,232.85224929999993,561.4389845700001,66.191393,228.477301,381.638922,614.1093998000001,0.0,136251187.28333333,0.08071180771001484,32274.0,296.15019700000005,435.03260290000003,450.0886972,637.4197740400042,296.15019700000005,435.03260290000003,450.0886972,637.4197740400042,,,,,,,,,0.0,84316939.53333333,0.08370015463427734,33720.0,18.167474,21.935979800000002,24.637565599999988,421.82260488000105,18.167474,21.935979800000002,24.637565599999988,421.82260488000105,,,,,,,,,0.0,69662767.78333333,0.07141919797350732,37554.0,39.34228,49.484931,108.72359349999996,1031.9043692199998,38.57772,46.365292000000004,90.14808705000014,1005.8049063799997,44.347244,52.6212094,89.44976879999932,972.4288612800011,46.7035755,65.036411,460.51599225,1199.43930895,0.0,108083897.18333334,0.0845896028030747
10.0,39745.0,47.489097,83.1049372,220.46635719999904,865.2506717999988,42.3869305,71.56228200000004,179.08269889999994,855.4726583199999,61.966097500000004,74.4769816,143.95007169999943,856.49380131,75.521919,159.2179758000002,635.7023154000013,930.406343119998,0.0,116480898.81666666,0.08415191788484924,31678.0,310.207442,498.1896788,530.8515591999999,621.9087318699994,310.207442,498.1896788,530.8515591999999,621.9087318699994,,,,,,,,,0.0,79765926.33333333,0.08240162026222195,30117.0,23.910033,87.59568560000001,105.90122399999996,391.03990756000377,23.910033,87.59568560000001,105.90122399999996,391.03990756000377,,,,,,,,,0.0,63350719.88333333,0.0757716372037941,36121.0,38.539756999999994,63.403987,96.81646459999881,1111.02171751,36.126484,56.2933268,61.5323048,876.9576680000006,48.566483,305.8424032000002,711.1195774000006,1327.1131874400005,63.3711845,333.7591573,725.4743010499975,1384.4663777699977,0.0,103517296.26666667,0.08541695759622749
50.0,17898.0,143.05732849999998,241.7105666,295.18744414999964,1508.898925480002,118.077779,214.1242604,257.9125409999998,774.7770851199988,169.067855,299.774179,525.7825411,4142.902096179997,238.920633,385.2608239000002,562.217644599999,4125.670701180007,0.0,55591384.96666667,0.11883046705404703,26374.0,141.7799095,805.1301080000001,898.7498898999999,1107.3402546699997,141.7799095,805.1301080000001,898.7498898999999,1107.3402546699997,,,,,,,,,0.0,65931058.516666666,0.08848188254846945,11487.0,105.320539,155.4937656,161.1468807,185.98548718999996,105.320539,155.4937656,161.1468807,185.98548718999996,,,,,,,,,0.0,26213719.15,0.1340014262209454,19479.0,134.464246,216.372324,243.86236139999994,342.97754818000027,111.643021,207.22202100000013,216.26457829999998,276.7737328199996,162.83102100000002,219.9319323,226.59744719999998,369.49704356000075,237.689079,253.50181320000002,322.5733503999999,398.1223548,0.0,58796312.78333333,0.11247632094392251
100.0,8747.0,294.052501,492.151628,1411.058937,3983.1572896000025,242.222044,431.043998,569.283324,3077.555807399988,326.057234,1707.5385152000013,2552.812916399998,6626.494783320006,480.99072,2093.9281526,2764.4139424,6653.969857879996,0.0,28262077.066666666,0.1806609742006783,11932.0,237.02927549999998,1801.3180786,2265.76015145,2926.54367842,237.02927549999998,1801.3180786,2265.76015145,2926.54367842,,,,,,,,,0.0,30895193.283333335,0.13685081006257682,5774.0,211.2766785,312.9684731,354.6238465499995,375.67922176,211.2766785,312.9684731,354.6238465499995,375.67922176,,,,,,,,,0.0,13719366.783333333,0.22330920257476042,6392.0,274.919138,728.4263604000007,3000.222394599999,8338.052097800008,220.731475,441.2832464,1053.3451987999972,5633.058369240015,372.16006649999997,3530.944237200003,4713.584004949999,10117.02707844,486.3688305,4610.645064000001,7448.741002399995,10870.389772120001,0.0,20465548.85,0.22282712406132663
250.0,4530.0,691.6520595,1245.0121839,1618.9529122999954,2365.812670120004,572.748465,1089.4359773000012,1412.38598915,2239.0809185900007,786.864787,1623.6946225000002,2004.5427719999998,2541.27953095,1182.7472745,1876.5031120999995,2279.5138051500003,2587.72709753,0.0,14330766.166666666,0.2873323009565857,4959.0,883.483332,3936.9660715999994,4386.502636249999,5544.480566790024,883.483332,3936.9660715999994,4386.502636249999,5544.480566790024,,,,,,,,,0.0,12152649.333333334,0.2536908624050548,2328.0,521.4088875,776.0717212999999,888.2052376999999,930.83005153,521.4088875,776.0717212999999,888.2052376999999,930.83005153,,,,,,,,,0.0,5783569.833333333,0.4856835896334478,3654.0,671.3179889999999,1207.8277552,1579.3508920499985,2657.190204990005,539.882453,1067.7693814,1337.5126255999996,2435.03191472,910.717791,1516.9236918000001,2151.0230657999964,2744.958635360002,1189.5141535,1875.0042441,2466.2295574,3031.3993684899992,0.0,11534770.633333333,0.3409128113482941
500.0,1995.0,1557.9172720000001,3512.4354212,5103.581848849997,9186.480678480006,1238.772859,2817.1958343999995,4095.0513625999997,7163.458490120002,1634.611376,7854.871337200002,8726.615143399998,10345.5320346,2390.7682365,8767.5877205,9592.396532,10455.129956620001,0.0,6464140.166666667,0.5735753400167085,3019.0,1689.981928,7044.6916228,9685.316423149981,13032.463152860015,1689.981928,7044.6916228,9685.316423149981,13032.463152860015,,,,,,,,,0.0,7131311.45,0.38344691255382574,1154.0,1043.0044805,1558.1483062999998,1800.6926414499997,3018.1402198200008,1043.0044805,1558.1483062999998,1800.6926414499997,3018.1402198200008,,,,,,,,,0.0,3014719.5166666666,0.9317975652801848,1696.0,1560.0202785000001,3094.087778599999,4101.398885549995,5600.646897840004,1207.860931,2605.1171810000005,3611.4748700000005,5331.533338600001,1867.550606,4106.8154888,4768.5859784,5884.299162400001,2422.7620914999998,4678.7697939,5591.871095549999,5944.170605359998,0.0,5467735.366666666,0.6629449925314466
1000.0,1017.0,3147.166523,6963.387226,8718.802405999999,11607.89863839998,2596.293308,5780.071119200003,7988.6493451,10941.843275879992,3699.0124349999996,8673.7923882,9693.50001105,12612.97631809003,4913.306511000001,9458.5762858,10263.2419545,13837.664435690001,0.0,3294914.7,1.062830180924287,1371.0,4020.8950615,15922.254953,17432.741737149998,20154.409260600005,4020.8950615,15922.254953,17432.741737149998,20154.409260600005,,,,,,,,,0.0,3224919.933333333,0.7873803053732069,559.0,2075.9954470000002,3120.8600463,3654.94317345,7246.23722617,2075.9954470000002,3120.8600463,3654.94317345,7246.23722617,,,,,,,,,0.0,1507885.8333333333,1.869691800834824,877.0,3138.7556974999998,5206.088185699999,6459.136278249993,9987.788722860001,2674.1772845,4919.9495622,6231.71467775,9955.296615269996,3614.351176,5163.9538285,6447.61467225,9502.990507549996,4792.721877,6772.1185837,8245.053928349997,10931.694466449957,0.0,2818666.1666666665,1.2216343481565946
