x_var,detock_throughput,detock_p50,detock_p95,detock_p99,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_aborts,detock_bytes,detock_cost,janus_throughput,janus_p50,janus_p95,janus_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_aborts,janus_bytes,janus_cost,cockroachdb_throughput,cockroachdb_p50,cockroachdb_p95,cockroachdb_p99,cockroachdb_lsh_p50,cockroachdb_lsh_p95,cockroachdb_lsh_p99,cockroachdb_fsh_p50,cockroachdb_fsh_p95,cockroachdb_fsh_p99,cockroachdb_mh_p50,cockroachdb_mh_p95,cockroachdb_mh_p99,cockroachdb_aborts,cockroachdb_bytes,cockroachdb_cost,calvin_throughput,calvin_p50,calvin_p95,calvin_p99,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_aborts,calvin_bytes,calvin_cost,slog_throughput,slog_p50,slog_p95,slog_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_aborts,slog_bytes,slog_cost
0.0,,,,,,,,,,,,,,,,,41405.0,447.16891250000003,1373.792563,2210.231209760001,447.16891250000003,1373.792563,2210.231209760001,,,,,,,0.0,785353183.1104167,0.9411066670911655,513.3703703703704,254.0125,1770.0124999999998,2130.7,,,,,,,,,,0.0,25289280.464583334,20.95087788269244,25857.0,158.73579,404.6962410999999,559.0185706899999,158.73579,404.6962410999999,559.0185706899999,,,,,,,0.0,577768062.7979167,1.0651440625666053,,,,,,,,,,,,,,,,
0.01,39907.0,8.812206,35.020155599999875,166.90499091999996,9.546117,19.195992399999998,29.848683639999994,8.343486,19.315540199999994,63.43797515999979,9.159924,126.19865719999943,218.7284107999999,0.0,1087291242.5229166,1.175743362504107,40195.0,421.22746800000004,1577.6786341999998,2585.5383326499996,421.22746800000004,1577.6786341999998,2585.5383326499996,,,,,,,0.0,784272998.8333334,0.9659243724564971,520.0,266.3375,1300.25,1803.5375,,,,,,,,,,0.0,25257103.097916666,20.688604617534722,24867.0,162.124009,484.7528343999999,630.8278419199995,162.124009,484.7528343999999,630.8278419199995,,,,,,,0.0,573554232.69375,1.1034277844027447,40012.0,9.514078,91.41784099999991,219.1496649600009,10.36621,27.490642399999984,91.37308963999983,8.977053000000002,31.351154349999984,148.81671659999986,9.895401,162.5138402,263.8168670799999,0.0,1046806631.19375,1.1862846066261719
0.02,31720.0,8.546461,110.04426539999952,216.2074702799998,9.066447,15.9963445,21.47528019999998,7.934177,15.087039899999997,130.18762035999995,9.142166,154.95206459999977,245.49933514,0.0,924466486.43125,1.297408918096277,39260.0,391.63897099999997,1770.7187764999999,3310.1074828999976,391.63897099999997,1770.7187764999999,3310.1074828999976,,,,,,,0.0,760491945.45625,0.9664433492749547,453.8888888888889,187.55714285714285,1337.3857142857144,2061.2000000000003,,,,,,,,,,0.0,21217621.629166666,23.63395773583231,24513.0,162.765728,542.2140899999999,737.8417454000005,162.765728,542.2140899999999,737.8417454000005,,,,,,,0.0,571978923.3083333,1.1209279606744946,34153.0,9.446133,156.82744439999993,244.86131979999965,9.954175,18.436899699999998,28.18994253999995,8.7974305,20.873382799999995,160.04384875999975,10.117117,175.47262380000004,269.48957001000025,0.0,933595346.90625,1.2221840571427758
0.05,20044.0,8.4133715,156.2063999999998,245.26825064000002,8.420108,14.616446300000002,17.11113058000001,7.5841815,54.666215900000005,170.9303872,9.929234,212.37849399999996,253.05850948000005,0.0,630237951.2916666,1.5441876219802553,38356.0,482.602127,1453.125419699999,2474.2085514200007,482.602127,1453.125419699999,2474.2085514200007,,,,,,,0.0,755838821.9520833,0.9879453638118688,510.7037037037037,308.81249999999994,2592.0875,3649.0500000000006,,,,,,,,,,0.0,32754499.152083334,21.530550428956047,24374.0,161.341627,532.3046664999999,749.3697052000007,161.341627,532.3046664999999,749.3697052000007,,,,,,,0.0,565231246.8395833,1.120664796928136,21137.0,9.1890375,183.2959085499999,270.33736283,9.167679,16.125744750000003,20.34250809999999,8.270344,81.56186379999998,194.44289364000002,11.118665,241.1416375,277.90110030000005,0.0,635820338.9125,1.4776205334156005
0.075,15912.0,8.6931575,173.17792114999995,248.5151743700001,8.388109,14.4928632,16.769362239999996,7.6906615,87.17779364999986,211.13179774000002,35.508828,221.090129,254.31098319999998,0.0,529179964.1770833,1.7329449510336365,37169.0,376.5827035,2113.32180005,3560.81268059,376.5827035,2113.32180005,3560.81268059,,,,,,,0.0,754476841.7958333,1.0158730124429782,519.0370370370371,233.31250000000003,1275.0875,1803.5499999999997,,,,,,,,,,0.0,24615823.18125,20.71283296100328,24323.0,163.57089000000002,651.59142375,963.4764633000009,163.57089000000002,651.59142375,963.4764633000009,,,,,,,0.0,563105944.0854167,1.0990340616491816,16725.0,9.442492000000001,198.22218699999993,273.63843808,9.074446,15.851493000000001,20.41575600000003,8.261787,146.98399770000003,238.86383550000022,74.2348465,250.8092980499999,279.27908379,0.0,532455392.45208335,1.664216052715081
0.1,13610.0,8.980955,196.90860169999996,251.43750673000002,8.348098,14.466456849999998,16.749308299999992,7.805437,125.94570999999999,218.72729629999984,71.535549,223.9854295,254.51769442,0.0,465840447.65416664,1.8694513228319658,35274.0,427.84795699999995,2070.8885356499986,3803.3946613899966,427.84795699999995,2070.8885356499986,3803.3946613899966,,,,,,,0.0,683494622.08125,0.9956928619867952,516.0370370370371,224.41250000000002,1388.3374999999999,1870.65,,,,,,,,,,0.0,24682168.21875,20.847241427855632,25057.0,161.897441,579.7395115999999,827.0297748000005,161.897441,579.7395115999999,827.0297748000005,,,,,,,0.0,581998125.5083333,1.1017797062029122,14331.0,9.780096499999999,214.28848074999996,275.6150948100001,8.953581,15.741235499999998,19.423112100000004,8.3793895,155.59357244999993,246.92952129,131.698729,256.1726477999999,280.48128091999996,0.0,468797342.34375,1.794337243970917
0.15,11219.0,10.195532499999999,212.63525420000002,252.60939179000002,8.4300085,14.618698450000002,17.10052971,8.059462,144.569187,241.66180039999998,89.897612,242.6970352,254.75980964,0.0,403842922.68541664,2.0846397462037367,35682.0,337.050503,2251.057499199999,3971.4353132799883,337.050503,2251.057499199999,3971.4353132799883,,,,,,,0.0,717899750.1083333,1.0245911449491736,514.8148148148148,236.4625,1312.85,1803.55,,,,,,,,,,0.0,27203428.291666668,20.982279532324636,24026.0,162.459052,574.5006319999997,820.3820029399994,162.459052,574.5006319999997,820.3820029399994,,,,,,,0.0,570222821.6854167,1.1425760952472204,11562.0,11.217854500000001,242.32935854999997,277.2246753900001,8.987163,15.730696800000002,19.580580279999996,8.611118,177.41975319999997,262.25673300000005,154.5357405,265.47584625,280.99962074999996,0.0,407474802.02916664,2.035036980443598
0.2,10005.0,14.0195,218.28638489999994,253.25119435000002,8.408946,14.5143521,16.833331240000025,8.23669,155.06267979999998,244.02618458,105.236678,243.7162277,254.94424849,0.0,374256990.275,2.235378877739602,36186.0,411.345153,1957.5904621999987,3922.5774277800083,411.345153,1957.5904621999987,3922.5774277800083,,,,,,,0.0,722684132.58125,1.0106195266589444,519.9629629629629,238.56250000000003,1354.775,1770.0,,,,,,,,,,0.0,28977252.266666666,20.853878321840053,24525.0,163.324535,513.4247869999999,733.1713050999998,163.324535,513.4247869999999,733.1713050999998,,,,,,,0.0,581784693.56875,1.1336308318405253,10359.0,15.7448955,246.26260749999994,277.98405935,8.9841535,15.6486315,19.311359799999966,8.7596705,184.95622004999998,268.9292155500001,155.79619300000002,268.06097235000004,281.09255085,0.0,376898928.0729167,2.1718332584098907
0.25,9267.0,24.583095999999998,220.11841884999998,253.38577801000002,8.4041265,14.59555825,16.672421200000006,8.4281295,170.73296525,246.16209054999993,122.7172205,244.35824004999998,254.9247525,0.0,351472879.37708336,2.3331696608725094,35728.0,431.10521600000004,1905.3874695999998,2983.617883299998,431.10521600000004,1905.3874695999998,2983.617883299998,,,,,,,0.0,722412691.91875,1.0244629444743776,,,,,,,,,,,,,,,,,24644.0,162.10866600000003,590.7747392499998,933.3130014899998,162.10866600000003,590.7747392499998,933.3130014899998,,,,,,,0.0,588759687.2791667,1.128357821089537,9620.0,65.7425875,249.3317358499999,278.62512015000004,8.928067,15.509723299999996,18.550550320000028,8.948195,193.89882999999998,271.9369379599999,156.599283,269.1459517,281.38910554,0.0,349924543.8645833,2.2469466051751263
0.3,8735.0,42.3024485,220.95496679999994,253.50508741,8.432817,14.613027,16.86952763999999,8.573297,192.1450695,249.3857912,125.273226,244.37508565000002,255.02000668,0.0,335211146.62291664,2.4178778381837116,35102.0,445.3584125,1866.5012971499984,2984.0242036999975,445.3584125,1866.5012971499984,2984.0242036999975,,,,,,,0.0,728841343.4020833,1.050783815508296,518.925925925926,230.6875,1472.2125,2021.6499999999999,,,,,,,,,,0.0,25414360.372916665,20.772580367662016,25610.0,161.08325,383.0133051999999,532.4141919599991,161.08325,383.0133051999999,532.4141919599991,,,,,,,0.0,552810017.6958333,1.0424716608084945,9096.0,76.6118105,250.5370889,278.58969201,8.925766,15.641242049999997,19.45668170000002,9.1747415,208.549879,273.2548421500001,156.8764875,269.04309975,281.23210811000007,0.0,340764521.0375,2.342900198467885
