x_var,detock_throughput,detock_p50,detock_p95,detock_p99,detock_lsh_p50,detock_lsh_p95,detock_lsh_p99,detock_fsh_p50,detock_fsh_p95,detock_fsh_p99,detock_mh_p50,detock_mh_p95,detock_mh_p99,detock_aborts,detock_bytes,detock_cost,janus_throughput,janus_p50,janus_p95,janus_p99,janus_lsh_p50,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p95,janus_mh_p99,janus_aborts,janus_bytes,janus_cost,calvin_throughput,calvin_p50,calvin_p95,calvin_p99,calvin_lsh_p50,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p95,calvin_mh_p99,calvin_aborts,calvin_bytes,calvin_cost,slog_throughput,slog_p50,slog_p95,slog_p99,slog_lsh_p50,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p95,slog_mh_p99,slog_aborts,slog_bytes,slog_cost
0.0,39050.0,8.7279465,41.07357604999996,169.97237904999963,8.548612,19.557717899999997,37.118024399999946,129.439397,250.4696321,277.26166454,,,,0.0,1113081258.0854166,1.241810919977948,32454.0,567.4749215,1939.5797194999998,2852.3612539899964,567.4749215,1939.5797194999998,2852.3612539899964,,,,,,,0.0,722382778.3958334,1.124359082704666,21556.0,191.841134,1293.7560283999999,1724.3994139199992,191.841134,1293.7560283999999,1724.3994139199992,,,,,,,0.0,506314289.52708334,1.1832566488851386,39544.0,9.416395,95.1201363999999,247.6760884000001,9.228698,24.97831525,106.66309840000048,162.289405,314.2546677999998,588.5528831400005,,,,0.0,993106550.84375,1.196612510947545
0.1,39182.0,9.073901,35.66059899999998,169.72328749999986,8.891575499999998,18.839891849999997,31.2282036,129.272266,249.79531999999998,262.4580939,,,,0.0,1155097880.4895833,1.2755227071942405,31824.0,370.849718,2457.3895046,4271.050537760009,370.849718,2457.3895046,4271.050537760009,,,,,,,0.0,701207310.65,1.1236123552413706,23945.0,169.89540499999998,516.5465789499999,908.4968379399999,169.89540499999998,516.5465789499999,908.4968379399999,,,,,,,0.0,560797028.1666666,1.1090064989251993,26516.0,9.273314,125.4423024999998,286.8291579099996,9.086098,24.678275999999926,178.4072738999998,162.4270085,611.5433092499995,2854.9125568300187,,,,0.0,626357145.5895833,1.2919857546620168
0.2,38373.0,9.222883,39.63728484999984,169.50389066000025,9.036966,19.938808699999992,34.96326799999997,129.315757,249.2112185,263.41835139999995,,,,0.0,1139744214.74375,1.291345086198122,31598.0,561.913231,2033.2296115999998,2703.1030521600005,561.913231,2033.2296115999998,2703.1030521600005,,,,,,,0.0,706541806.6145834,1.134727812116713,23100.0,175.267464,795.6257829999997,936.5459468400002,175.267464,795.6257829999997,936.5459468400002,,,,,,,0.0,550932763.2229167,1.154787104639851,35540.0,9.134674,150.55489089999992,323.67015863999967,8.956974500000001,25.271453799999946,281.9179053599992,160.993483,357.80528639999994,656.6356893199999,,,,0.0,881255073.16875,1.2524664265590806
0.3,37548.0,9.3335595,46.050524949999875,173.2785372400002,9.1352345,20.64497325,40.36289384999999,129.1501015,250.04619749999998,270.52843161000004,,,,0.0,1126679055.1333334,1.29291203116215,30756.0,488.1408415,2420.3318579999973,3514.0753602700065,488.1408415,2420.3318579999973,3514.0753602700065,,,,,,,0.0,693788499.0166667,1.1531137612841569,22988.0,189.550227,746.472082,986.789247,189.550227,746.472082,986.789247,,,,,,,0.0,548580268.425,1.1489507877494656,37763.0,9.211717499999999,119.03874469999909,261.91110808000013,9.037345,22.59934599999999,143.96074917999994,161.1346005,309.3844108999999,1164.7643053599943,,,,0.0,923364798.0958333,1.2186138380555853
0.4,39735.0,8.848451,36.743035,167.78205969999976,8.667121,18.12010999999998,31.766051079999766,128.59168649999998,249.14774805,263.79266420999994,,,,0.0,1051109331.7229167,1.117945314931036,31321.0,607.9692375,1935.595276449998,2997.3591053699965,607.9692375,1935.595276449998,2997.3591053699965,,,,,,,0.0,715508504.6083333,1.1557383217534203,23997.0,165.1104435,806.26458675,1074.64753845,165.1104435,806.26458675,1074.64753845,,,,,,,0.0,554151530.5958333,1.084333012299859,38231.0,9.2544985,98.19645524999987,264.35288131999994,9.076519,22.205401000000002,112.08804849999987,161.57102,301.6812647999995,957.7185209599996,,,,0.0,941958727.2520833,1.2168755343256927
0.5,39263.0,8.986511,40.87785859999996,169.07738487999987,8.7995385,18.459083399999994,34.23424621000002,129.1714685,248.22645729999996,262.65471674,,,,0.0,1080912249.1416667,1.1605017102178827,30222.0,516.5248134999999,2403.4008828499996,4039.76835384,516.5248134999999,2403.4008828499996,4039.76835384,,,,,,,0.0,698327142.7125,1.1752152039888617,23891.0,171.088806,510.2367851999998,737.0925066799999,171.088806,510.2367851999998,737.0925066799999,,,,,,,0.0,573884606.3125,1.139057415074947,38588.0,9.4432995,95.59352689999992,257.2215517599999,9.257269,22.48690039999997,105.61834244000022,162.195324,350.3330843999999,901.6722549199989,,,,0.0,981853275.025,1.2291441360632769
0.6,40041.0,8.6333855,38.04139539999995,166.52710112999986,8.456223,17.144867199999997,31.60204464000007,128.07233,248.2104195,264.11468269999995,,,,0.0,1061896146.4270834,1.1212356326092145,29670.0,537.6192845,2454.9936958499993,3967.1863263700047,537.6192845,2454.9936958499993,3967.1863263700047,,,,,,,0.0,677935113.5666667,1.1779152381471647,23385.0,170.049821,712.8927484999997,971.6910327400001,170.049821,712.8927484999997,971.6910327400001,,,,,,,0.0,559402829.3145833,1.1489659805062598,36249.0,11.343688,91.662916,226.4922236,11.064484499999999,31.303026099999983,100.68091817999911,165.640114,282.4901796,319.7816960399996,,,,0.0,866441352.4375,1.1181125822394336
0.7,37913.0,9.4595775,38.034094249999995,167.2077115,9.266169,19.9536424,33.116442479999996,128.617713,248.4401173,263.0031107,,,,0.0,1149211456.2979167,1.310620623928285,26865.0,637.5805465,2230.7493595,6381.492931640004,637.5805465,2230.7493595,6381.492931640004,,,,,,,0.0,590003150.6395833,1.1839132354982216,24149.0,169.988095,543.1594019999999,887.4316521599995,169.988095,543.1594019999999,887.4316521599995,,,,,,,0.0,466221575.51666665,0.8981154436576624,31730.0,12.096488,138.9202111999999,282.57274755999947,11.775884999999999,32.33838799999998,182.47145160999972,169.57511449999998,350.0519257999998,978.4867330199995,,,,0.0,805240142.4375,1.21105646901307
0.8,37847.0,9.607463,36.432514,164.30629084000003,9.411447,18.851532,30.805851960000002,128.400375,228.40067565,259.1138441,,,,0.0,1150230311.9125,1.3198943128119287,30632.0,458.67865,2551.967618099996,4233.59351123,458.67865,2551.967618099996,4233.59351123,,,,,,,0.0,722789892.65,1.186921230836806,25130.0,161.349876,439.3522307999986,596.3038166599997,161.349876,439.3522307999986,596.3038166599997,,,,,,,0.0,589124278.6625,1.1096011428436026,42249.0,9.377766999999999,77.14212375,209.97311034999984,9.183267,23.64730439999998,65.50542135999999,161.023847,283.212616,413.02498520000034,,,,0.0,1080405183.3604167,1.1664083415759678
0.9,35696.0,9.38846,40.625032,182.809182,9.192476,19.680449899999996,34.06181911999991,132.292316,256.488125,923.0485618400035,,,,0.0,1067663975.4520833,1.3635578665313028,30402.0,510.290578,2140.5814729,3041.1981224300052,510.290578,2140.5814729,3041.1981224300052,,,,,,,0.0,690679673.1041666,1.1643357113427752,25237.0,162.528794,480.11667575,658.7355403499997,162.528794,480.11667575,658.7355403499997,,,,,,,0.0,612302184.1270833,1.1273379888405144,40786.0,9.458653,87.80853899999988,227.24336655999846,9.2699535,24.974832699999972,86.18131978000024,161.914009,286.21316179999997,404.52959119999844,,,,0.0,1048400243.6104167,1.1922924720577457
