x_var,calvin_throughput,calvin_p50,calvin_p90,calvin_p95,calvin_p99,calvin_aborts,calvin_bytes,calvin_cost,Detock_throughput,Detock_p50,Detock_p90,Detock_p95,Detock_p99,Detock_aborts,Detock_bytes,Detock_cost,janus_throughput,janus_p50,janus_p90,janus_p95,janus_p99,janus_aborts,janus_bytes,janus_cost,slog_throughput,slog_p50,slog_p90,slog_p95,slog_p99,slog_aborts,slog_bytes,slog_cost
0.6,57534,52.229921,104.8080928,107.3093344,2013.9212048799996,0.0,11451369471,15.5336433652,82444,78.181716,123.26851060000001,144.2959876,182.53526438,0.0,23363838570,29.828606284000003,30459,81.591696,165.2995775999999,208.83599839999997,5254.871335900001,0.0,8587001764,12.0964021168,82344,86.203304,108.94940679999999,112.70622639999999,120.46539767999998,0.0,23965512429,30.5506149148
0.8,56456,49.374347,104.997264,301.023543,439.5290490500003,0.0,11674541679,15.8014500148,71543,88.3029625,143.04109860000003,184.63837775,257.82149612,0.0,21602571356,27.7150856272,30156,82.4813755,149.84324680000003,4517.315217950001,48672.525309690005,0.0,8204838056,11.6378056672,73999,71.5979765,151.477778,180.0712215,232.94630825000007,0.0,21465673508,27.5508082096
0.9,58880,61.6789295,106.44864600000001,293.3754300999999,1409.7320532800004,0.0,11562832645,15.667399174,66506,95.69748,176.85999320000002,230.25295039999997,273.00254911999997,0.0,20310625030,26.164750036000004,27613,88.48216,208.66363770000015,13429.3321525,40730.926226799995,0.0,7474971484,10.761965780800002,75723,84.258101,138.17350340000007,151.87065559999996,165.66845540000006,0.0,21984460813,28.173352975600004
0.95,56166,77.692654,103.662312,109.78428249999999,6611.3324467998755,0.0,11133393739,15.1520724868,69950,94.60146800000001,169.6346685,184.8011043,267.93745434,0.0,21266922872,27.312307446400002,27978,85.2140795,156.1549909,5873.0305573,43328.30712836,0.0,7595650615,10.906780738,64491,96.128445,233.30900239999997,257.45897189999994,320.32433863999995,0.0,18678677634,24.2064131608
1.0,59477,94.684063,115.69809720000002,410.5756556999998,1055.9612281599955,0.0,11626244128,15.743492953600002,67305,81.4251075,123.28185760000001,180.09792724999988,824.1046567899999,0.0,20376337468,26.2436049616,28691,90.435754,155.6354717,2452.6828136500008,23604.840720169996,0.0,7541458167,10.8417498004,65457,91.744539,202.37314229999998,218.63116494999994,494.05897291999946,0.0,18886525405,24.455830486000004
