x_var,Detock_lsh_p50,Detock_lsh_p90,Detock_lsh_p95,Detock_lsh_p99,Detock_fsh_p50,Detock_fsh_p90,Detock_fsh_p95,Detock_fsh_p99,Detock_mh_p50,Detock_mh_p90,Detock_mh_p95,Detock_mh_p99,Detock_read_p50,Detock_read_p90,Detock_read_p95,Detock_read_p99,Detock_write_p50,Detock_write_p90,Detock_write_p95,Detock_write_p99,janus_lsh_p50,janus_lsh_p90,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p90,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p90,janus_mh_p95,janus_mh_p99,janus_read_p50,janus_read_p90,janus_read_p95,janus_read_p99,janus_write_p50,janus_write_p90,janus_write_p95,janus_write_p99,calvin_lsh_p50,calvin_lsh_p90,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p90,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p90,calvin_mh_p95,calvin_mh_p99,calvin_read_p50,calvin_read_p90,calvin_read_p95,calvin_read_p99,calvin_write_p50,calvin_write_p90,calvin_write_p95,calvin_write_p99,slog_lsh_p50,slog_lsh_p90,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p90,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p90,slog_mh_p95,slog_mh_p99,slog_read_p50,slog_read_p90,slog_read_p95,slog_read_p99,slog_write_p50,slog_write_p90,slog_write_p95,slog_write_p99
0.35,8.871172,15.4803952,30.567072199999977,70.11328172000005,146.630141,150.7448536,152.3168657,158.23654544,,,,,10.259873,15.287644400000001,17.3469337,45.16876164000016,144.473157,149.7604552,151.2669052,155.81452772,141.511777,165.362736,173.5883638,192.86841803999982,,,,,,,,,142.6617195,166.3109453,174.64327054999998,192.03999704,141.415105,165.262576,173.52678429999997,193.12994083999996,121.57163650000001,233.706332,342.80020125,1748.5574411999944,,,,,,,,,123.114502,235.3647512,343.26090169999856,1788.2121944000025,121.441421,233.59586320000005,342.7540713999999,1739.5501954400067,8.3635965,15.023203100000002,35.962739949999744,126.21498273999995,148.9218405,154.4277502,156.39815414999998,162.29899132999998,,,,,9.7740005,14.9120944,16.9937283,40.845301790000065,146.0893135,153.06996199999998,155.09972155,160.15478685
0.4,8.7765245,15.690478200000003,33.93030845,71.48015295999998,146.533018,150.80424050000002,152.4203206,157.31791666,,,,,10.171411,15.038196200000009,16.6809409,35.94728035999987,144.603911,149.8661674,151.4861498,155.87577811999995,140.723835,168.4492956,199.60390249999995,349.3921120399999,,,,,,,,,142.0670965,169.9589818,199.78691554999975,332.04719949,140.593129,168.2586946,199.5764208,350.7299233799999,114.407561,711.3457066000002,866.2680502,3163.8534932000002,,,,,,,,,114.892799,715.4905366000002,943.5353263999983,3165.13247008,114.3679415,711.1172365,864.8815099499996,3163.2158739700003,8.480152,15.076448200000002,36.76337779999991,127.65667123999985,149.005481,154.38073340000003,156.27786505,163.44521977999997,,,,,9.843457,14.895872,17.17252775,31.871964049999885,146.566674,153.236922,155.144479,160.4674745
0.45,8.432403,16.121687700000003,40.57829114999995,71.83150763999994,146.1649745,150.26081829999998,151.75709515,157.63362913999998,,,,,9.76918,14.745004199999999,16.576793699999996,39.97997572000003,144.562526,149.444682,150.9432066,155.60179875999998,140.62236,154.4231108,174.87377549999994,217.12117654,,,,,,,,,141.58791,155.39023600000002,176.30330189999998,218.90661296,140.539203,154.3226315,174.6467815,216.87562964999975,116.016449,232.700739,617.452562,2284.004882,,,,,,,,,117.96889,241.17221280000027,625.6358625999997,2325.8627647199996,115.86301950000001,231.9939165,616.7989915,2280.2606631500007,8.481413,18.46514200000001,69.83083199999982,134.8082702999999,148.910357,154.7253948,157.68156335,379.9009155100003,,,,,9.936613,15.563811,19.172057,101.063856,146.66263,153.49503090000002,156.0178501,326.46513454000024
0.5,8.546651,15.728559000000011,39.58902994999993,72.38615707000001,145.9999985,150.2364612,151.93363,158.0827730499999,,,,,9.883004,14.748559499999999,16.570248749999998,45.2075415,144.5822175,149.4999312,151.1276432,156.29708438,141.539613,158.23296,176.62599024999992,299.04454420999997,,,,,,,,,142.644927,159.1657441,176.08124594999973,301.93422776000006,141.4289545,158.10432939999998,176.66713109999984,298.8877021900001,103.3532745,3922.8100059999997,5204.7122182,5915.64267533,,,,,,,,,104.940675,4243.758328000004,5201.978833800001,5901.124892319998,103.233679,3911.9471362000063,5205.1183932,5917.835447000005,8.184882,14.977102,49.307547,127.28211910000005,148.247561,153.2354149,155.00105994999998,160.54858297000004,,,,,9.471223,14.413871600000002,16.496992599999995,50.54899008000025,146.504908,152.35603250000003,154.14588925,158.867801
0.55,8.462985499999998,17.225955499999998,44.80725125,76.08447135,145.711638,149.8580904,151.54401180000002,181.18068703999873,,,,,9.961745,14.984541,17.483108,54.588604,144.4657305,149.1398577,150.76609894999999,164.7744322799993,142.518037,160.01891460000002,173.46711560000006,292.8342105600016,,,,,,,,,143.546147,160.60167220000002,175.54948189999996,309.9745968999998,142.4258545,159.9687261,173.27797189999995,291.40713143000016,116.552584,989.2495250000002,1318.0283072,9098.329276279987,,,,,,,,,116.2765575,986.2943169,1322.1959488,9400.534070139998,116.583502,989.5552872,1317.4959063999995,9070.536401240004,8.348619,16.07460200000001,58.93044204999994,129.56216528999997,148.606401,153.9456552,155.9318116,204.37678579999937,,,,,9.662451,14.6965344,16.760015599999996,49.931947599999326,146.945004,153.088074,155.09080544999998,168.43804884999994
0.6,8.4265715,15.799565899999996,39.430196149999986,71.29694819000002,145.937995,150.039115,151.66108205,157.26593511999994,,,,,9.742049,14.56027,16.3938215,46.56975729999995,144.821465,149.41686,150.990633,155.746415,142.398771,180.4843902,205.075578,244.9260926199997,,,,,,,,,143.768312,183.581905,207.432544,246.537818,142.27128900000002,180.1474065,204.8797255,244.73769670000007,121.656659,2626.6203173999993,3037.7381975999992,3411.19311996,,,,,,,,,123.237426,2670.1787094,3086.4952347999983,3427.7357557999985,121.53610599999999,2621.6440009,3035.1023032499993,3407.664073959999,8.2535905,15.479227100000003,55.11368595,130.12180447,148.479452,153.5095938,155.3652258,161.81443868,,,,,9.563476,14.53261,16.225327,37.87927840000036,147.0801255,152.8319388,154.607532,160.26745187999998
0.65,8.104413000000001,15.622313100000001,41.38968999999999,74.5322835,145.08052500000002,148.952911,150.56934975000001,167.04300874999998,,,,,9.383165,14.1597072,16.1547115,63.24729334000002,144.170098,148.426513,150.002307,158.9140750000001,142.074116,155.1446836,160.2965979,175.33285806000004,,,,,,,,,143.188922,156.2405922,161.2269928,176.70634207999996,141.962563,155.036883,160.19813200000002,175.19064164999992,109.372289,1388.2908746,2113.1686025499957,3930.3235598500014,,,,,,,,,109.50613150000001,1405.8314684000002,2178.7458237499995,3917.884963309996,109.368031,1386.5923738000015,2104.705001649995,3931.5365286999954,8.191873,15.084060199999998,52.302548799999705,126.46965016,148.44912649999998,153.4984866,155.26755355,161.26910609999996,,,,,9.2981045,14.193301700000001,16.0638886,49.72923327999996,147.243623,152.8331426,154.6975237,159.76140688
0.7,8.241963,15.225922399999998,38.53382599999995,69.13949021,145.102026,148.8883702,150.3572539,155.64490422,,,,,9.535684,14.226767,15.7274888,48.19839539999999,144.36168,148.4749198,149.91450519999998,154.555641,143.828458,161.37404520000004,167.9796084,186.32718060000008,,,,,,,,,145.240096,162.94502839999998,169.96061629999997,198.17347198000004,143.709582,161.18714240000003,167.7713621,185.98178866,110.52823,516.6730196,953.0728921999987,4694.53319839996,,,,,,,,,111.043543,503.4631610000002,796.086036499996,4594.119107660005,110.478976,517.6037432999999,970.5126855999993,4706.211105499998,8.135107,15.097372400000003,49.498558799999984,128.93434529999982,148.218413,153.146021,154.95554,162.05510140000007,,,,,9.332719999999998,14.2417143,16.3096526,37.79371122999999,147.188918,152.6226905,154.455871,160.1848955
0.75,8.167851500000001,16.609028100000014,45.001692049999974,77.05807850000001,144.787192,148.9668883,151.5651834,478.09442912000003,,,,,9.363461,14.260493,16.407171,72.01303,144.133203,148.53471820000001,150.738726,400.629539119999,143.9366285,216.08150139999998,245.89737829999999,408.24872870999917,,,,,,,,,145.192837,218.7213267,247.12316415,515.88187102,143.80515100000002,215.913518,245.66997535,404.44772386999813,114.5474835,896.2126874000003,3804.6305404999985,8897.749731449998,,,,,,,,,115.3227885,993.0736278000027,4390.103372099993,8876.921372119998,114.49472349999999,888.3125640000001,3780.9260515,8897.999680749994,8.093998,15.229550200000016,60.68677239999992,129.01466100000007,147.789876,152.7897174,154.81789220000002,284.9772602799988,,,,,9.237769,14.013933799999998,16.10338859999998,75.26162512000013,146.952353,152.3020342,154.26952079999998,247.75617193999813
0.8,8.173799500000001,14.712898799999996,33.75026074999998,68.65472943000003,144.81475749999998,148.657603,150.3829059,158.37797921,,,,,9.4836745,13.889226800000001,15.626102649999998,37.67226549999975,144.303852,148.33529660000002,149.9701957,156.87745409999997,144.2306125,203.62242320000001,217.29805605000007,253.6263044499999,,,,,,,,,145.24981050000002,202.94481420000008,215.9877167,238.57135128,144.12388900000002,203.6652317,217.46629899999996,254.79821786999943,112.935389,780.6905529000001,3055.4897182499985,9024.653895429996,,,,,,,,,114.6200585,797.7016801000001,3193.4948568999994,9047.089925380002,112.806982,780.0101378000002,3045.1775176999995,9021.945526159992,7.991431,14.489399,53.957549,131.3169009000001,147.719756,152.52449420000002,154.2932354,166.83051483999992,,,,,9.129341,13.7134465,15.6295032,84.02096700999998,147.04315400000002,152.1765203,153.9441187,162.8437223300001
0.85,7.96121,14.014824800000005,35.06716920000004,74.08024048000003,144.293535,147.74914660000002,149.1704648,174.8391417600003,,,,,9.173003999999999,13.451397400000001,15.189332199999996,60.84201869000025,143.912355,147.511846,148.90220705000002,168.41423052999977,147.7368735,200.3199392,213.52849255,256.4286222200001,,,,,,,,,148.802263,199.8835164,213.86111780000002,242.17916340000002,147.623406,200.3605474,213.49980140000002,259.8215357600009,90.10344,156.7560366,289.9305421999998,7012.305145160004,,,,,,,,,92.177409,158.673249,281.028764599999,5905.038772679979,89.90500499999999,156.63753740000004,290.34886565,7030.987034649968,8.103099,13.9895284,30.927950999999783,124.81236455999996,147.806532,152.4824578,154.1007894,158.54021576,,,,,9.205911,13.724171,15.342749,35.77626840000011,147.276007,152.2134864,153.8196591,158.13100692000003
0.9,8.1185145,13.597567699999999,18.236266049999973,65.12023214999998,144.6050115,148.224578,149.66667374999997,155.09610990000007,,,,,9.28251,13.690837,15.271465500000001,45.51399499999973,144.296224,148.04602079999998,149.4518174,154.62458207999998,147.700264,183.5313466,193.76466195,216.31951338,,,,,,,,,149.002602,184.379744,193.386628,213.74731719999997,147.572296,183.488602,193.778347,216.76527160000012,113.8588075,233.99919390000017,770.0517235499999,6595.9173501399955,,,,,,,,,114.499839,229.236267,630.414307099995,6548.100691900001,113.813061,234.5973496,772.2612056999998,6597.7350342400005,8.370852,14.179548,19.050199,117.84077620000011,147.941848,152.879835,154.689505,159.52766784000002,,,,,9.473668,14.208381399999999,15.909978199999996,44.38536363999987,147.514936,152.6417352,154.4423993,159.18986522
0.95,8.278522,13.538562,16.500356,68.18417400000006,144.56847,147.9799356,149.21525060000002,154.41429304000002,,,,,9.3380385,13.8097287,15.2891841,57.72552533999998,144.351388,147.8588645,149.08131225,153.9138486,146.74726,188.3554344,206.77220940000004,303.97387633999784,,,,,,,,,148.307776,190.32155379999998,210.16283705,323.3289471300024,146.601043,188.190662,206.4333,303.71310220000066,114.4125145,217.81713870000078,1528.2121960499865,6532.622628689993,,,,,,,,,115.9923435,212.42794560000007,1375.6374372999937,6051.710051979987,114.27669650000001,218.19387550000002,1546.1530688000057,6570.562159780021,8.342346,13.631711000000001,16.689495999999984,105.57237243999991,147.950434,152.6795444,154.3476677,159.14479962,,,,,9.371594,13.9756124,15.996611999999999,45.47652903999971,147.640431,152.5024828,154.1851266,158.85312435999998
1.0,8.281963999999999,13.106365499999999,14.3770935,26.929669150000038,144.5722435,148.0639705,149.28289064999998,153.60852113,,,,,9.292847,13.6484474,14.9057854,37.54329902000028,144.423105,147.9898188,149.2040344,153.43548591999996,146.698957,181.7280748,192.21919039999997,221.45170012000005,,,,,,,,,147.8763825,183.2911885,193.72588074999996,231.3218281500001,146.594955,181.59057080000002,192.0729589,220.89174970000008,104.0487785,212.753285,532.6311455,4214.698685250001,,,,,,,,,102.551882,205.81347340000002,453.2797778999986,4042.6762229799983,104.193445,213.3710058,535.8843177999996,4219.1991237,8.3775665,13.191723399999999,14.776122899999999,42.32500738000056,148.0372435,152.894096,154.64124025,160.68758850000003,,,,,9.331547,13.863055800000001,15.785168999999991,76.6314908799999,147.847189,152.7810006,154.5177908,160.46466283999996
