x_var,Detock_throughput,Detock_p50,Detock_p90,Detock_p95,Detock_p99,Detock_lsh_p50,Detock_lsh_p90,Detock_lsh_p95,Detock_lsh_p99,Detock_fsh_p50,Detock_fsh_p90,Detock_fsh_p95,Detock_fsh_p99,Detock_mh_p50,Detock_mh_p90,Detock_mh_p95,Detock_mh_p99,Detock_aborts,Detock_bytes,Detock_cost,Detock_input_throughput,janus_throughput,janus_p50,janus_p90,janus_p95,janus_p99,janus_lsh_p50,janus_lsh_p90,janus_lsh_p95,janus_lsh_p99,janus_fsh_p50,janus_fsh_p90,janus_fsh_p95,janus_fsh_p99,janus_mh_p50,janus_mh_p90,janus_mh_p95,janus_mh_p99,janus_aborts,janus_bytes,janus_cost,janus_input_throughput,calvin_throughput,calvin_p50,calvin_p90,calvin_p95,calvin_p99,calvin_lsh_p50,calvin_lsh_p90,calvin_lsh_p95,calvin_lsh_p99,calvin_fsh_p50,calvin_fsh_p90,calvin_fsh_p95,calvin_fsh_p99,calvin_mh_p50,calvin_mh_p90,calvin_mh_p95,calvin_mh_p99,calvin_aborts,calvin_bytes,calvin_cost,calvin_input_throughput,slog_throughput,slog_p50,slog_p90,slog_p95,slog_p99,slog_lsh_p50,slog_lsh_p90,slog_lsh_p95,slog_lsh_p99,slog_fsh_p50,slog_fsh_p90,slog_fsh_p95,slog_fsh_p99,slog_mh_p50,slog_mh_p90,slog_mh_p95,slog_mh_p99,slog_aborts,slog_bytes,slog_cost,slog_input_throughput
1.0,52.0,6.80262,140.89661900000002,141.8464523,145.18447995999998,6.599905,7.7263044,9.399730599999991,14.431456880000002,140.559552,142.5598214,143.9199488,148.24864179999997,140.736815,142.9954764,144.5475102,191.32918040000158,0.0,359912.7833333333,19.657658762820514,53.0,16.0,132.418814,135.7628976,136.400057,137.9724882,132.418814,135.7628976,136.400057,137.9724882,,,,,,,,,0.0,80587.31666666667,63.53823414583333,15.0,166.0,6.125253,6.531601,9.930024399999974,138.42271588000003,6.125253,6.531601,9.930024399999974,138.42271588000003,,,,,,,,,0.0,832304.3333333334,6.214735461847389,172.0,51.0,6.682196,144.702055,146.215296,148.0991104,6.4898055,7.209635100000001,7.484355799999999,11.190682540000003,144.177378,146.91773139999998,147.4860518,148.95347930000003,144.457743,147.7768619,148.60112815000002,539.85315746,0.0,335534.45,20.03354292156863,52.0
10.0,518.0,6.3215875,139.2892106,140.4503105,141.62784263,6.145139,6.7404061,6.9093905,8.678662730000015,138.696091,141.01324870000002,141.4466154,142.19390301,138.9760565,141.3287275,141.78775625,142.80271035,0.0,2934717.816666667,2.0727690276705277,530.0,152.0,132.11708499999997,135.25761490000002,135.9301805,137.3097723,132.11708499999997,135.25761490000002,135.9301805,137.3097723,,,,,,,,,0.0,645133.65,6.762517585526315,150.0,1730.0,6.0926565,136.1188943,138.36087304999998,140.92225896,6.0926565,136.1188943,138.36087304999998,140.92225896,,,,,,,,,0.0,6115567.283333333,0.6574054021194605,1720.0,505.0,6.218814,143.1484252,144.6970776,146.6495894,6.083177,6.5431526,6.7327078,11.70579435999996,142.41097,145.66088960000002,146.3797024,148.35225004,142.726545,145.9749,146.651155,147.8454918,0.0,2890893.9166666665,2.1243918382838287,520.0
100.0,5095.0,5.9789145,139.9820014,141.18938,144.48450073,5.56942,6.7098868000000005,7.103192099999999,11.479527420000002,139.33457,141.962735,143.234409,157.834831,139.8739445,142.625673,144.35609955,161.35128297999992,0.0,23509715.566666666,0.29150035551193976,5300.0,1511.0,132.4232945,135.0514851,135.61862054999997,136.55550458,132.4232945,135.0514851,135.61862054999997,136.55550458,,,,,,,,,0.0,6138591.416666667,0.7529926064416501,1500.0,14762.0,7.474232,141.4665094,144.9734707,447.19516985999934,7.474232,141.4665094,144.9734707,447.19516985999934,,,,,,,,,0.0,47239539.78333333,0.13275916513119268,17200.0,4983.0,6.153691,143.17322059999998,145.0301709,147.33236619,5.821234,6.8800874,7.3717952,13.066972840000094,142.200312,146.0035462,146.92425880000002,150.51789364000004,142.962306,146.5298716,147.50577185,151.43733026,0.0,22925968.95,0.2957092873770821,5200.0
200.0,9744.0,6.1230695,143.0473933,145.61567734999997,155.65107571,5.545769,7.575483999999999,9.316761999999999,13.753742200000007,142.01711699999998,148.51935300000002,153.1903186,175.62457696999994,142.84232350000002,149.3940639,154.34609995,175.09884472999997,0.0,43746530.583333336,0.19395839610700602,10600.0,3004.0,133.053303,135.37606770000002,135.91121165,137.05671490000003,133.053303,135.37606770000002,135.91121165,137.05671490000003,,,,,,,,,0.0,12284189.833333334,0.41966837438970267,3000.0,21325.0,10.285439,139.8677301,142.9772586,153.83825676999996,10.285439,139.8677301,142.9772586,153.83825676999996,,,,,,,,,0.0,67433149.4,0.11083999943728017,34400.0,9705.0,6.406894,144.0604752,145.680266,147.99609723999998,5.949632,7.4157981999999985,8.09009285,13.10227143999999,143.07224200000002,146.56635749999998,147.4222501,152.88989378,143.85781,147.224514,148.210142,154.524892,0.0,43005766.333333336,0.19321126498368535,10400.0
250.0,12236.0,6.55751,141.9868626,143.335173,149.08402860000012,5.834343,9.125857,11.744815,26.237329800000047,141.131254,144.1809146,146.57542560000002,165.34676720000033,142.21493,146.229726,150.6296477,168.15690731999976,0.0,55502925.0,0.17367264628963716,13477.0,3747.0,133.29718450000001,135.5022252,136.006951,137.04661169,133.29718450000001,135.5022252,136.006951,137.04661169,,,,,,,,,0.0,15264290.65,0.3523581032826261,3917.0,19357.0,12.327281,147.0187184,439.7348064999997,1014.0208321999992,12.327281,147.0187184,439.7348064999997,1014.0208321999992,,,,,,,,,0.0,61818629.483333334,0.11630792941399323,43030.0,11361.0,6.696603,144.7244315,146.45079850000002,150.03232765000004,6.0778985,8.3638528,9.838318,18.97058559000001,143.623298,147.4568434,148.6771868,220.52131847999797,144.534666,148.424142,149.8343014,224.45396111999978,0.0,51367717.46666667,0.17976888912361003,13106.0
500.0,20827.0,12.4389345,148.19592089999998,155.70851389999999,176.04962493999994,9.499488,24.9376075,33.080679,64.00125445000009,145.97511,159.954145,168.225677,200.09229270000006,150.271986,168.248372,180.1352968,205.95231379999993,0.0,93709557.05,0.13872334666538627,26500.0,7428.0,134.13128949999998,136.1677149,136.77453855,141.4895334500001,134.13128949999998,136.1677149,136.77453855,141.4895334500001,,,,,,,,,0.0,29715145.6,0.21665359612277862,7500.0,20243.0,12.694305499999999,301.5215896000004,967.8451381499999,7867.33395750001,12.694305499999999,301.5215896000004,967.8451381499999,7867.33395750001,,,,,,,,,0.0,61630687.7,0.11103165311465689,86000.0,21392.0,9.948988,148.75008130000003,152.45579795,177.11002592000003,8.256391,24.08297770000001,33.29732270000002,55.45392415000001,147.1998435,159.6306154,170.07807770000002,198.18753857999988,149.1695835,169.90949840000002,180.5596881,202.60842968000023,0.0,92760250.06666666,0.1341718867489404,26000.0
1000.0,20524.0,55.152972500000004,205.21425800000003,247.62902939999987,500.91815397999983,27.6100575,110.05577890000015,158.99499575000002,393.0200523200001,152.695401,247.512877,310.26343075,552.4381545000001,197.138453,293.3182004000001,421.2997088,628.4374153299998,0.0,92025209.06666666,0.13913000298837133,53000.0,14571.0,135.514334,139.45079180000002,142.64669489999997,178.6910798800001,135.514334,139.45079180000002,142.64669489999997,178.6910798800001,,,,,,,,,0.0,55848640.81666667,0.14631616336101388,15000.0,22480.0,46.745244,222.03306280000027,1952.5557594999996,15215.364094327038,46.745244,222.03306280000027,1952.5557594999996,15215.364094327038,,,,,,,,,0.0,67099566.28333333,0.10484836857947803,172000.0,22231.0,26.572098,174.73475080000003,223.22163279999992,1094.4123492800006,16.198154,75.86730920000002,105.50584109999767,675.3489485200005,152.15588150000002,220.35294350000007,536.7343127499997,1900.76455641,168.735366,287.77529040000024,632.8486173499987,1896.6935324600001,0.0,96680789.9,0.13263531995861635,52000.0
2500.0,24100.0,148.45608249999998,471.6013125000004,842.52667685,1093.83305943,80.9209135,384.40116020000005,772.2758530999998,1017.4729322900007,170.99514649999998,514.28658,918.4871302500001,1289.5291453000002,357.2994885,933.7870086,1125.05277645,1524.4506769400007,0.0,107360392.81666666,0.1312119442461964,132500.0,24296.0,196.0688835,294.44493950000003,343.7880085,453.65525974999997,196.0688835,294.44493950000003,343.7880085,453.65525974999997,,,,,,,,,0.0,89888589.15,0.11577098217813633,37500.0,23749.0,139.4930225,285.22663339999986,2316.4844440499987,10815.345229879998,139.4930225,285.22663339999986,2316.4844440499987,10815.345229879998,,,,,,,,,0.0,71170344.53333333,0.10267408693699384,430000.0,19139.0,147.093038,311.415677,746.374336,9394.304715900009,91.0270735,200.81631449999998,232.91645225000002,852.8693237999978,194.13647500000002,2016.6628832000056,8577.264363749997,11824.961037679992,299.027079,2071.044104,8504.894579,12345.800938000006,0.0,79803381.26666667,0.13642654398523085,130000.0
5000.0,25977.0,304.255624,941.102036100001,1120.1229300999998,1455.0531287299946,207.537654,701.9828884,903.0812180999998,1136.4204063,581.448496,1221.7169816,1357.3473959999963,1643.062109,811.014928,1270.644174,1388.635804,1644.2385426,0.0,115157281.68333334,0.12773398135530148,265000.0,24211.0,180.99275799999998,926.0315332,1142.9459748500003,1388.7516263399996,180.99275799999998,926.0315332,1142.9459748500003,1388.7516263399996,,,,,,,,,0.0,89905268.33333333,0.11619120922996433,75000.0,22572.0,237.286128,2069.173127600004,5854.8890955,14379.009945840005,237.286128,2069.173127600004,5854.8890955,14379.009945840005,,,,,,,,,0.0,68807777.3,0.10593458913698386,860000.0,24595.0,321.102407,491.56670020000007,1692.615506199998,4460.7808885999975,314.68600849999996,377.9651128,483.2533684499998,4020.832225550001,450.4818575,1719.3749575000031,3915.4241865999907,5341.39177875,473.407813,2210.6691096000004,4567.3495128,5879.112119680002,0.0,103727035.78333333,0.12561661783560346,260000.0
10000.0,27739.0,762.675245,1347.280088,1781.0313820000001,2545.010996,716.564355,1275.7868700000004,1732.3449703999997,2407.784365039998,744.463124,1397.615858,1781.5201395,2640.7860668000008,1091.256818,1829.2880678000015,2473.7760564999994,2764.0269897,0.0,122785923.2,0.1251205329680234,539080.0,24831.0,854.4549695000001,1515.9934053,1796.6102932000006,3230.887577400033,854.4549695000001,1515.9934053,1796.6102932000006,3230.887577400033,,,,,,,,,0.0,92362157.3,0.1152689439007692,156706.0,23852.0,673.78877,1669.49474,2354.824411399999,7225.805474480004,673.78877,1669.49474,2354.824411399999,7225.805474480004,,,,,,,,,0.0,74509879.51666667,0.10503092362625074,1721203.0,27042.0,541.870243,2050.571134,2460.024287099999,3091.0441683900012,498.492245,2024.5416553999999,2413.8577915999995,3009.6080098800235,541.609762,1977.8631063000016,2474.8083215499996,3068.3194146899996,1036.311442,2470.805524,2717.83185,3628.3729625000005,0.0,116631749.06666666,0.12379391248181842,524251.0
25000.0,29628.0,1708.7705489999998,2774.2604487,3236.5149241,4523.3577657299975,1643.975562,2629.350202,2909.5607840000002,3395.2604556999995,1757.203504,3294.7458418,3963.0343267999965,5521.642299680005,2320.4631085,3861.5122647999997,4532.670376749997,6857.023706939995,0.0,131181951.6,0.12281082192520586,1347700.0,27070.0,1864.895474,2936.093784,3014.122797,3157.0214194,1864.895474,2936.093784,3014.122797,3157.0214194,,,,,,,,,0.0,100103201.61666666,0.11145415708656568,391765.0,25987.0,1289.649789,3110.578796499999,7398.114363499977,19794.392140270014,1289.649789,3110.578796499999,7398.114363499977,19794.392140270014,,,,,,,,,0.0,77457968.55,0.0986708496940778,4303008.0,29498.0,1180.5332535,4256.3643779,5804.316654149993,7705.385042090002,929.5090395,3590.3738699999994,4339.4479727499975,6082.88707987,1649.323991,6313.0538122,6687.032413699999,8786.51603506,2817.606113,6544.8211612000005,8059.8578879,8822.471451,0.0,126172630.88333334,0.11995567894998531,1310629.0
50000.0,32406.0,3435.18246,5015.119175,5502.382122,6917.760231600016,3312.0806254999998,4743.1213695,5166.71339525,5845.120265049998,3406.405335,5342.6564372,6058.132618200001,8541.212625199982,4545.3339255,6622.792595299999,7862.431981299999,9155.13561978,0.0,142555019.78333333,0.11930199332428153,2695400.0,28899.0,3589.758676,5362.159199,5685.203642,6227.182005799988,3589.758676,5362.159199,5685.203642,6227.182005799988,,,,,,,,,0.0,105641433.81666666,0.10823311105343898,783530.0,28257.0,2539.850503,8853.062418,15765.922828,25627.9041398,2539.850503,8853.062418,15765.922828,25627.9041398,,,,,,,,,0.0,84181867.33333333,0.09550332118295171,8606016.0,30211.0,3351.237855,6374.161169399998,8448.95305069996,38051.84340811998,3035.0446285,5666.5422143000005,6991.962880749998,36047.17177347,3489.806798,25032.4189534,31922.59305689997,41685.44361277999,4925.366895499999,29719.451183300003,39955.8359802,43191.57866119001,0.0,129453882.38333334,0.1192968669579513,2621258.0
100000.0,,,,,,,,,,,,,,,,,,,,,,32585.0,6274.633382,10477.6982728,11407.3063308,12698.90640116,6274.633382,10477.6982728,11407.3063308,12698.90640116,,,,,,,,,0.0,116415051.56666666,0.10260245607897295,1500000.0,29237.0,5895.288914,9528.0733602,32763.859839600005,39368.1275512,5895.288914,9528.0733602,32763.859839600005,39368.1275512,,,,,,,,,0.0,78228056.7,0.08822933727810649,17200000.0,,,,,,,,,,,,,,,,,,,,,
